Fit             Iteration       K2RT            KD1             kdephos         km1             km2             kphos           
8.82795898e+03  gen6perm5       1.30787000e-01  5.46433830e+01  1.56900000e-02  1.83400000e-03  5.08163858e+02  6.01761000e-01  
8.91365661e+03  gen6perm4       1.30787000e-01  5.46433830e+01  1.55760000e-02  1.48167000e-01  2.02856011e+02  6.01761000e-01  
8.96471451e+03  gen1perm9       1.74500000e-02  1.57431770e+01  1.66180000e-02  1.42323000e-01  2.02856011e+02  6.01761000e-01  
8.96640533e+03  gen3perm5       1.74500000e-02  1.57431770e+01  1.66180000e-02  1.42323000e-01  1.86148060e+02  6.01761000e-01  
8.96640533e+03  gen4perm1       1.74500000e-02  1.57431770e+01  1.66180000e-02  1.42323000e-01  1.86148060e+02  6.01761000e-01  
8.96712384e+03  gen4perm7       1.74500000e-02  1.57431770e+01  1.66180000e-02  1.83400000e-03  5.08163858e+02  6.01761000e-01  
8.97844980e+03  gen4perm5       1.74500000e-02  1.57431770e+01  1.66180000e-02  1.83400000e-03  2.02856011e+02  6.01761000e-01  
9.01997517e+03  gen4perm4       1.74500000e-02  5.81148150e+01  1.66180000e-02  1.83400000e-03  2.02856011e+02  6.01761000e-01  
9.25623928e+03  gen6perm8       1.30787000e-01  5.46433830e+01  1.56900000e-02  1.48320000e-01  2.02856011e+02  6.31423000e-01  
1.19649863e+04  gen3perm9       2.33496900e+00  2.23820000e-02  1.40370000e-02  1.42323000e-01  5.13150000e-02  7.39100000e-03  
1.25100378e+04  gen2perm1       2.33496900e+00  2.23820000e-02  1.64670000e-02  1.42323000e-01  5.13150000e-02  7.39100000e-03  
1.35372638e+04  gen2perm5       8.34497000e-01  1.57431770e+01  1.66180000e-02  1.94200000e-02  1.15200000e-03  1.22718900e+00  
1.37315129e+04  gen3perm4       8.34497000e-01  1.57431770e+01  1.66180000e-02  1.83400000e-03  1.06100000e-03  1.22718900e+00  
1.37326625e+04  gen2perm7       1.39935000e-01  5.46433830e+01  1.66180000e-02  1.83400000e-03  5.31605569e+02  3.08760000e-02  
1.53134013e+04  gen3perm10      3.15316905e+02  6.36600000e-03  1.64670000e-02  3.63480000e-02  1.93060000e-02  1.44866000e-01  
1.56301357e+04  gen2perm2       1.74500000e-02  1.57431770e+01  2.28324000e-01  4.60925000e-01  2.02856011e+02  6.01761000e-01  
1.57627538e+04  gen3perm1       3.15316905e+02  6.36600000e-03  1.33340000e-02  3.63480000e-02  1.93060000e-02  1.33678000e-01  
1.58494728e+04  gen1perm4       3.15316905e+02  6.36600000e-03  1.40370000e-02  3.63480000e-02  1.93060000e-02  1.44866000e-01  
1.61283149e+04  gen1perm7       8.34497000e-01  1.61385487e+02  3.59374400e+00  1.94200000e-02  1.15200000e-03  1.22718900e+00  
1.64421298e+04  gen1perm3       2.33496900e+00  2.23820000e-02  2.28324000e-01  4.60925000e-01  5.13150000e-02  7.39100000e-03  
1.67615440e+04  gen1perm10      2.48235800e+00  4.62998400e+00  1.08295000e+00  1.19640000e-02  7.94543440e+01  1.26130000e-02  
1.68807256e+04  gen2perm6       1.74500000e-02  1.61385487e+02  3.59374400e+00  1.42323000e-01  2.02856011e+02  6.01761000e-01  
1.69074121e+04  gen3perm8       1.90100000e-02  1.57431770e+01  2.12371000e-01  4.60925000e-01  1.15200000e-03  6.01761000e-01  
1.69479015e+04  gen1perm6       6.49600000e-03  5.95800020e+02  6.28583940e+01  2.61852000e-01  3.24200000e-03  6.82037160e+01  
1.69571018e+04  gen2perm10      1.74500000e-02  2.23820000e-02  2.28324000e-01  1.42323000e-01  5.13150000e-02  7.39100000e-03  
1.69597318e+04  gen1perm1       1.09932551e+02  2.32433000e-01  4.99568850e+01  6.17504610e+01  2.95042208e+02  1.53220000e-02  
1.69685871e+04  gen2perm8       1.64460000e-02  1.66975570e+01  2.72242058e+02  1.42323000e-01  2.02856011e+02  6.01761000e-01  
1.69695563e+04  gen1perm5       4.45120000e-02  1.90000000e-03  9.04755740e+02  3.02100000e-03  7.69400000e-03  3.00500000e-03  
1.69696421e+04  gen2perm4       1.74500000e-02  1.48192820e+01  2.72242058e+02  1.45813000e-01  2.02856011e+02  3.08760000e-02  
1.69697147e+04  gen1perm8       1.30787000e-01  5.46433830e+01  2.72242058e+02  1.83400000e-03  5.31605569e+02  3.08760000e-02  
1.72440437e+04  gen2perm9       2.33496900e+00  1.57431770e+01  1.66180000e-02  4.60925000e-01  1.87776863e+02  6.01761000e-01  
1.76340015e+04  gen3perm7       8.34497000e-01  1.57431770e+01  1.66180000e-02  1.86410000e-02  2.02856011e+02  1.22718900e+00  
1.87619126e+04  gen1perm2       1.60641670e+01  7.21203950e+01  3.41000000e-03  5.35600000e-03  1.22982000e-01  3.40230000e-01  
