Fit             Iteration       f1_ZAKtoMKK7P   f3_MKK7byZAK    k3_JNKbyMKK4    k3_JNKbyMKK7    k3_MKK4byZAK    k3_MKK7byJNK    k3_MKK7byZAK    scale_ppJNK     scale_ppMKK4    scale_ppMKK7    scale_t         
1.30795600e+00  652             2.06036310e+01  6.13392630e+01  5.87242000e-01  5.32344100e+00  6.74756000e-01  9.99011000e-01  1.27430000e-02  7.70562000e-01  9.36165000e-01  9.27676000e-01  2.29400800e+00  
1.30848100e+00  716             1.93372760e+01  6.32356530e+01  6.44947000e-01  4.74908000e+00  7.34534000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.36165000e-01  9.16828000e-01  2.50360200e+00  
1.30960500e+00  551             1.91666450e+01  6.32356530e+01  5.87242000e-01  5.13132500e+00  6.74756000e-01  9.46132000e-01  1.27430000e-02  7.70562000e-01  9.36165000e-01  9.27676000e-01  2.55631600e+00  
1.30991900e+00  711             1.91666450e+01  6.32356530e+01  6.09666000e-01  5.23671500e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.36165000e-01  9.27676000e-01  2.52939600e+00  
1.31006300e+00  542             1.91666450e+01  6.32356530e+01  6.09666000e-01  4.87717200e+00  4.46793000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  1.36829400e+00  8.87157000e-01  2.52939600e+00  
1.31025100e+00  506             1.23663010e+01  6.32356530e+01  6.10071000e-01  4.28884000e+00  4.72724000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.36227700e+00  9.74389000e-01  2.72319700e+00  
1.31054200e+00  636             1.91666450e+01  6.32356530e+01  6.09666000e-01  4.84575700e+00  4.83205000e-01  2.66615500e+00  1.27430000e-02  8.23202000e-01  1.36829400e+00  8.87157000e-01  2.52939600e+00  
1.31102300e+00  681             1.79921040e+01  6.32356530e+01  6.09666000e-01  4.74908000e+00  7.34534000e-01  4.32769900e+00  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.16828000e-01  2.50360200e+00  
1.31102700e+00  548             1.23663010e+01  6.32356530e+01  6.10071000e-01  4.74908000e+00  7.34534000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.16828000e-01  2.50360200e+00  
1.31133800e+00  670             1.91666450e+01  6.32356530e+01  6.10071000e-01  5.13132500e+00  7.07976000e-01  4.32769900e+00  1.27430000e-02  8.14560000e-01  9.36165000e-01  9.52495000e-01  2.29400800e+00  
1.31172100e+00  677             1.16925750e+01  6.13392630e+01  6.10071000e-01  5.13132500e+00  6.74756000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.36165000e-01  9.24226000e-01  2.29400800e+00  
1.31209700e+00  750             1.25886220e+01  6.32356530e+01  5.72733000e-01  5.16649700e+00  6.74756000e-01  9.99011000e-01  1.29540000e-02  8.10881000e-01  9.36165000e-01  8.53412000e-01  2.52939600e+00  
1.31262000e+00  565             1.91666450e+01  6.32356530e+01  5.95030000e-01  5.13132500e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  7.61885000e-01  9.36165000e-01  8.46714000e-01  2.29400800e+00  
1.31284100e+00  634             1.91666450e+01  6.32356530e+01  6.09666000e-01  5.19718300e+00  4.46793000e-01  2.66615500e+00  1.27430000e-02  8.23202000e-01  1.36829400e+00  8.87157000e-01  2.50446000e+00  
1.31305800e+00  614             1.79921040e+01  6.32356530e+01  6.10071000e-01  5.13132500e+00  4.72724000e-01  4.32769900e+00  1.15560000e-02  8.23202000e-01  1.47708900e+00  9.74389000e-01  2.29400800e+00  
1.31319500e+00  583             1.23663010e+01  6.32356530e+01  6.10071000e-01  4.88167300e+00  7.34534000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.16828000e-01  2.50360200e+00  
1.31348800e+00  722             1.91666450e+01  6.32356530e+01  6.44947000e-01  5.13132500e+00  7.07976000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.36165000e-01  9.27676000e-01  2.29400800e+00  
1.31353700e+00  726             1.93372760e+01  6.32356530e+01  6.44947000e-01  5.13132500e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.36165000e-01  9.86978000e-01  2.52939600e+00  
1.31365300e+00  600             1.93372760e+01  6.32356530e+01  6.09666000e-01  4.88167300e+00  7.34534000e-01  4.49578500e+00  1.27430000e-02  8.14560000e-01  9.94680000e-01  9.27676000e-01  2.52939600e+00  
1.31372100e+00  651             1.23663010e+01  6.32356530e+01  6.09666000e-01  4.95299100e+00  7.34534000e-01  4.49578500e+00  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.27676000e-01  2.50360200e+00  
1.31459900e+00  754             1.91666450e+01  6.32356530e+01  5.87242000e-01  4.28884000e+00  6.42639000e-01  9.46132000e-01  1.20750000e-02  8.23202000e-01  9.36165000e-01  9.27676000e-01  2.77727600e+00  
1.31491000e+00  580             1.79921040e+01  6.17039780e+01  5.87242000e-01  5.32344100e+00  6.74756000e-01  9.46132000e-01  1.27430000e-02  7.70562000e-01  9.07593000e-01  9.27676000e-01  2.41007700e+00  
1.31529300e+00  459             1.79921040e+01  6.13392630e+01  6.09666000e-01  5.13132500e+00  6.74756000e-01  4.32769900e+00  1.27430000e-02  8.23202000e-01  9.36165000e-01  9.24226000e-01  2.29400800e+00  
1.31530500e+00  694             1.91666450e+01  6.32356530e+01  6.09666000e-01  5.32344100e+00  7.29300000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.36165000e-01  9.27676000e-01  2.52939600e+00  
1.31531100e+00  768             1.91666450e+01  5.87920730e+01  5.87242000e-01  4.98810500e+00  6.74756000e-01  9.46132000e-01  1.27430000e-02  7.70562000e-01  9.36165000e-01  9.26181000e-01  2.61559900e+00  
1.31609600e+00  683             1.91666450e+01  6.43464680e+01  6.09666000e-01  5.32344100e+00  4.72724000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  1.36227700e+00  8.87157000e-01  2.52939600e+00  
1.31636100e+00  547             1.91666450e+01  6.32356530e+01  6.09666000e-01  5.32344100e+00  7.07976000e-01  4.67003800e+00  1.27430000e-02  8.23202000e-01  9.36165000e-01  9.27676000e-01  2.29400800e+00  
1.31636100e+00  638             1.91666450e+01  6.32356530e+01  6.09666000e-01  5.32344100e+00  7.07976000e-01  4.67003800e+00  1.27430000e-02  8.23202000e-01  9.36165000e-01  9.27676000e-01  2.29400800e+00  
1.31648300e+00  657             1.23663010e+01  6.32356530e+01  6.44947000e-01  5.13132500e+00  7.07976000e-01  2.50929900e+00  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.16828000e-01  2.50360200e+00  
1.31673500e+00  545             1.93372760e+01  6.32356530e+01  6.09666000e-01  4.88167300e+00  7.34534000e-01  4.32769900e+00  1.27430000e-02  8.23202000e-01  9.94680000e-01  8.87157000e-01  2.50360200e+00  
1.31695800e+00  525             1.23663010e+01  6.32356530e+01  6.10071000e-01  4.76106200e+00  7.75176000e-01  2.66615500e+00  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.74389000e-01  2.50446000e+00  
1.31716200e+00  502             1.23663010e+01  6.32356530e+01  6.10071000e-01  4.88167300e+00  7.34534000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.94680000e-01  8.87157000e-01  2.50360200e+00  
1.31753900e+00  664             1.91666450e+01  6.32356530e+01  6.44947000e-01  5.13132500e+00  4.72724000e-01  4.29964200e+00  1.27430000e-02  7.70562000e-01  1.36227700e+00  8.87157000e-01  2.29400800e+00  
1.31758700e+00  538             1.79921040e+01  6.32356530e+01  6.09666000e-01  5.13132500e+00  4.72724000e-01  4.32769900e+00  1.15560000e-02  7.70562000e-01  1.36227700e+00  9.27676000e-01  2.29400800e+00  
1.31786800e+00  758             1.91666450e+01  6.13392630e+01  6.09666000e-01  5.32344100e+00  7.29300000e-01  9.99011000e-01  1.27430000e-02  7.96875000e-01  9.36165000e-01  8.77162000e-01  2.07639200e+00  
1.31885300e+00  829             1.91666450e+01  6.24134700e+01  6.09666000e-01  5.34456800e+00  7.29300000e-01  9.46132000e-01  1.27430000e-02  8.45885000e-01  8.54025000e-01  9.27676000e-01  2.29400800e+00  
1.31896800e+00  697             1.91666450e+01  6.32356530e+01  6.09666000e-01  4.91465400e+00  7.29300000e-01  4.49578500e+00  1.27430000e-02  8.23202000e-01  9.94680000e-01  8.84054000e-01  2.52939600e+00  
1.31908500e+00  568             1.91666450e+01  6.32356530e+01  5.87242000e-01  4.76106200e+00  4.47099000e-01  4.32769900e+00  1.18590000e-02  8.23202000e-01  1.36227700e+00  9.74389000e-01  2.72319700e+00  
1.31915300e+00  590             1.79921040e+01  6.32356530e+01  6.09666000e-01  5.13132500e+00  4.72724000e-01  4.32769900e+00  1.27430000e-02  7.70562000e-01  1.36227700e+00  8.87157000e-01  2.29400800e+00  
1.31930400e+00  549             1.93372760e+01  6.32356530e+01  6.10071000e-01  5.13132500e+00  4.72724000e-01  4.32769900e+00  1.27430000e-02  7.70562000e-01  1.36227700e+00  8.87157000e-01  2.29400800e+00  
1.31959900e+00  646             1.77288450e+01  6.23154450e+01  6.10071000e-01  4.87717200e+00  7.07976000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.36165000e-01  9.76007000e-01  2.52939600e+00  
1.32020700e+00  573             1.91666450e+01  6.32356530e+01  6.10071000e-01  4.84575700e+00  7.07976000e-01  2.66615500e+00  1.27430000e-02  8.23202000e-01  9.36165000e-01  9.76007000e-01  2.50446000e+00  
1.32030100e+00  566             1.25886220e+01  6.32356530e+01  6.10071000e-01  5.32344100e+00  4.72724000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.36227700e+00  8.12756000e-01  2.72319700e+00  
1.32049100e+00  618             1.91666450e+01  6.32356530e+01  5.87242000e-01  5.13132500e+00  7.00809000e-01  9.46132000e-01  1.27430000e-02  7.34858000e-01  9.17738000e-01  9.34433000e-01  2.43687100e+00  
1.32087000e+00  709             1.93372760e+01  6.63425980e+01  6.09666000e-01  4.88167300e+00  7.34534000e-01  4.49578500e+00  1.27430000e-02  8.14560000e-01  9.94680000e-01  9.27676000e-01  2.52939600e+00  
1.32097700e+00  494             1.91666450e+01  6.13392630e+01  6.09666000e-01  5.13132500e+00  6.74756000e-01  4.32769900e+00  1.27430000e-02  7.70562000e-01  9.36165000e-01  9.27676000e-01  2.29400800e+00  
1.32114500e+00  765             1.91666450e+01  6.11565870e+01  6.09666000e-01  4.28884000e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  7.53880000e-01  9.36165000e-01  9.27676000e-01  2.29400800e+00  
1.32135900e+00  879             1.91666450e+01  6.32356530e+01  5.36749000e-01  4.87262700e+00  7.28049000e-01  9.01219000e-01  1.27430000e-02  8.23202000e-01  9.41821000e-01  8.02949000e-01  2.29400800e+00  
1.32182400e+00  897             1.91666450e+01  6.32356530e+01  5.87242000e-01  5.13132500e+00  7.29300000e-01  9.46132000e-01  1.27430000e-02  7.81615000e-01  8.62868000e-01  9.27676000e-01  2.29400800e+00  
1.32194000e+00  771             1.91666450e+01  6.84593940e+01  6.09666000e-01  4.90666600e+00  4.46793000e-01  2.58726200e+00  1.27430000e-02  7.61885000e-01  1.36829400e+00  8.87157000e-01  2.29400800e+00  
1.32207200e+00  482             1.93372760e+01  6.32356530e+01  6.09666000e-01  5.13132500e+00  4.72724000e-01  4.32769900e+00  1.27430000e-02  8.14560000e-01  1.36829400e+00  8.87157000e-01  2.52939600e+00  
1.32239600e+00  705             1.93372760e+01  6.32356530e+01  6.60842000e-01  4.90666600e+00  7.29300000e-01  4.60938300e+00  1.37380000e-02  8.23202000e-01  9.41821000e-01  9.27676000e-01  2.29400800e+00  
1.32256900e+00  517             1.79921040e+01  6.17039780e+01  5.87242000e-01  5.13132500e+00  6.74756000e-01  9.46132000e-01  1.27430000e-02  8.23202000e-01  9.36165000e-01  8.46714000e-01  2.61933600e+00  
1.32290100e+00  496             1.91666450e+01  6.32356530e+01  6.09666000e-01  5.32344100e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  7.65591000e-01  9.17738000e-01  9.34433000e-01  2.52939600e+00  
1.32366700e+00  626             1.23663010e+01  6.32356530e+01  5.87242000e-01  5.13132500e+00  6.74756000e-01  9.46132000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  8.46714000e-01  2.72319700e+00  
1.32376300e+00  560             1.23663010e+01  6.32356530e+01  6.10071000e-01  5.13132500e+00  4.72724000e-01  2.40373200e+00  1.27430000e-02  8.23202000e-01  1.36227700e+00  7.86997000e-01  2.29400800e+00  
1.32434800e+00  602             1.79921040e+01  6.32356530e+01  6.10071000e-01  4.76106200e+00  7.34534000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.09881000e-01  8.46714000e-01  2.50446000e+00  
1.32444900e+00  661             1.91666450e+01  6.32356530e+01  6.09666000e-01  5.32344100e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  7.61885000e-01  9.17738000e-01  9.27676000e-01  2.52939600e+00  
1.32559900e+00  563             1.23663010e+01  6.13392630e+01  5.87242000e-01  4.76106200e+00  6.74756000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.08716000e-01  9.74389000e-01  2.72319700e+00  
1.32736200e+00  601             1.93372760e+01  6.32356530e+01  5.87242000e-01  5.13132500e+00  6.74756000e-01  9.46132000e-01  1.27430000e-02  7.70562000e-01  9.07593000e-01  8.58539000e-01  2.41007700e+00  
1.32824800e+00  555             1.23663010e+01  6.32356530e+01  6.10071000e-01  4.88167300e+00  7.34534000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.13255000e-01  8.87157000e-01  2.41007700e+00  
1.32871900e+00  597             1.99770130e+01  6.32356530e+01  6.09666000e-01  4.76106200e+00  7.07976000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.17738000e-01  9.27676000e-01  2.52939600e+00  
1.33013700e+00  686             1.79921040e+01  6.32356530e+01  6.94078000e-01  5.32344100e+00  7.07976000e-01  2.58726200e+00  1.27430000e-02  7.70562000e-01  9.26895000e-01  9.27676000e-01  2.41007700e+00  
1.33086500e+00  509             1.25886220e+01  6.32356530e+01  6.10071000e-01  4.76106200e+00  7.11443000e-01  2.49255800e+00  1.27430000e-02  8.23202000e-01  9.17738000e-01  9.74389000e-01  2.58178200e+00  
1.33098400e+00  575             1.79921040e+01  6.32356530e+01  6.10071000e-01  4.76106200e+00  7.34534000e-01  1.04061400e+00  1.34290000e-02  8.23202000e-01  9.09881000e-01  8.46714000e-01  2.50446000e+00  
1.33118300e+00  599             1.25886220e+01  6.32356530e+01  6.10071000e-01  4.88167300e+00  6.74756000e-01  2.54732700e+00  1.29280000e-02  7.56538000e-01  9.16593000e-01  9.74389000e-01  2.29400800e+00  
1.33158700e+00  594             1.79921040e+01  6.32356530e+01  6.09666000e-01  5.13132500e+00  6.74756000e-01  4.32769900e+00  1.25910000e-02  7.65591000e-01  9.17738000e-01  9.34433000e-01  2.29400800e+00  
1.33217900e+00  495             1.79921040e+01  6.32356530e+01  6.09666000e-01  5.32344100e+00  7.07976000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.13255000e-01  9.24226000e-01  2.41007700e+00  
1.33222900e+00  696             1.25886220e+01  6.32356530e+01  6.09666000e-01  5.13132500e+00  6.74756000e-01  4.32769900e+00  1.27430000e-02  8.23202000e-01  9.36165000e-01  9.82778000e-01  2.55631600e+00  
1.33289700e+00  553             1.79921040e+01  6.32356530e+01  6.09666000e-01  5.32344100e+00  7.07976000e-01  2.58726200e+00  1.27430000e-02  7.70562000e-01  9.13255000e-01  9.27676000e-01  2.41007700e+00  
1.33326000e+00  562             1.79921040e+01  6.32356530e+01  6.10071000e-01  4.76106200e+00  6.74756000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.94680000e-01  7.95706000e-01  2.50446000e+00  
1.33338600e+00  572             1.91666450e+01  6.32356530e+01  6.09666000e-01  5.13132500e+00  4.46793000e-01  4.32769900e+00  1.27430000e-02  7.70562000e-01  1.36829400e+00  9.27676000e-01  2.52939600e+00  
1.33401900e+00  613             1.23663010e+01  6.32356530e+01  6.09666000e-01  4.28884000e+00  4.89855000e-01  9.99011000e-01  1.27430000e-02  7.68378000e-01  1.36227700e+00  9.27676000e-01  2.72319700e+00  
1.33409800e+00  689             1.71536860e+01  6.17039780e+01  6.09666000e-01  5.32344100e+00  6.74756000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.36165000e-01  8.46714000e-01  2.61933600e+00  
1.33436800e+00  508             1.23663010e+01  6.32356530e+01  5.87242000e-01  4.76106200e+00  6.74756000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  7.95706000e-01  2.72319700e+00  
1.33443800e+00  730             1.91666450e+01  6.32356530e+01  6.10071000e-01  4.28884000e+00  7.67649000e-01  9.52547000e-01  1.27430000e-02  7.70562000e-01  8.48346000e-01  9.29524000e-01  2.29400800e+00  
1.33475000e+00  586             1.91666450e+01  6.59740910e+01  5.87242000e-01  5.32344100e+00  4.72724000e-01  2.40373200e+00  1.27430000e-02  8.21704000e-01  1.36227700e+00  9.74389000e-01  2.72319700e+00  
1.33559900e+00  515             1.16027920e+01  6.13392630e+01  6.09666000e-01  4.76106200e+00  6.74756000e-01  4.32769900e+00  1.34720000e-02  7.70562000e-01  9.09881000e-01  9.24226000e-01  2.29400800e+00  
1.33671700e+00  632             1.23663010e+01  6.32356530e+01  6.10071000e-01  4.76106200e+00  7.75176000e-01  4.32769900e+00  1.27430000e-02  8.06922000e-01  9.94680000e-01  9.74389000e-01  2.72319700e+00  
1.33688500e+00  541             1.93372760e+01  6.32356530e+01  6.09666000e-01  5.32344100e+00  7.07976000e-01  4.32769900e+00  1.27430000e-02  8.14560000e-01  9.17738000e-01  9.27676000e-01  2.52939600e+00  
1.33702600e+00  616             1.79921040e+01  6.17039780e+01  5.87242000e-01  4.76106200e+00  6.74756000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.36165000e-01  7.95706000e-01  2.61933600e+00  
1.33731500e+00  488             1.17504040e+01  6.32356530e+01  6.02605000e-01  4.76106200e+00  6.74756000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.17738000e-01  1.05666300e+00  2.72319700e+00  
1.33759400e+00  608             1.93372760e+01  6.32356530e+01  6.09666000e-01  4.88167300e+00  7.34534000e-01  2.49255800e+00  1.27430000e-02  8.23202000e-01  9.17738000e-01  8.87157000e-01  2.58178200e+00  
1.33767900e+00  385             1.91666450e+01  6.32356530e+01  6.09666000e-01  5.32344100e+00  7.07976000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.17738000e-01  9.27676000e-01  2.52939600e+00  
1.33790900e+00  410             1.79921040e+01  6.32356530e+01  6.10071000e-01  4.76106200e+00  7.34534000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.94680000e-01  7.95706000e-01  2.50446000e+00  
1.33852100e+00  514             1.79921040e+01  6.32356530e+01  6.09666000e-01  5.13132500e+00  4.72724000e-01  4.32769900e+00  1.28780000e-02  8.23202000e-01  1.36227700e+00  7.74087000e-01  2.29400800e+00  
1.33885600e+00  678             1.91666450e+01  6.32356530e+01  6.09666000e-01  5.13132500e+00  4.72724000e-01  4.32769900e+00  1.27430000e-02  8.23202000e-01  1.36227700e+00  7.74087000e-01  2.29400800e+00  
1.33889400e+00  421             1.79921040e+01  6.32356530e+01  6.09666000e-01  5.13132500e+00  4.72724000e-01  4.32769900e+00  1.27430000e-02  8.23202000e-01  1.36227700e+00  7.74087000e-01  2.29400800e+00  
1.33893200e+00  512             1.79921040e+01  6.32356530e+01  5.87242000e-01  4.76106200e+00  6.74756000e-01  4.32769900e+00  1.27430000e-02  8.23202000e-01  8.85181000e-01  9.74389000e-01  2.29400800e+00  
1.33943100e+00  675             1.23663010e+01  6.32356530e+01  6.10071000e-01  5.32344100e+00  7.07976000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.17738000e-01  8.87157000e-01  2.46732200e+00  
1.33951400e+00  570             1.23663010e+01  6.32356530e+01  6.09666000e-01  5.32344100e+00  7.00809000e-01  3.99002700e+00  1.27430000e-02  8.23202000e-01  9.17738000e-01  9.27676000e-01  2.52939600e+00  
1.33958400e+00  544             1.91666450e+01  6.32356530e+01  6.10071000e-01  4.88167300e+00  7.07976000e-01  2.40373200e+00  1.29280000e-02  7.70562000e-01  9.13255000e-01  9.74389000e-01  2.55631600e+00  
1.33995400e+00  556             1.79921040e+01  6.32356530e+01  6.09666000e-01  5.13132500e+00  4.72724000e-01  4.32769900e+00  1.27430000e-02  8.14560000e-01  1.36227700e+00  7.74087000e-01  2.29400800e+00  
1.34013800e+00  409             1.91666450e+01  6.32356530e+01  5.87242000e-01  5.16649700e+00  6.74756000e-01  2.58726200e+00  1.27430000e-02  7.82778000e-01  9.17738000e-01  9.27676000e-01  2.52939600e+00  
1.34023900e+00  624             1.16027920e+01  6.13392630e+01  6.14479000e-01  4.76106200e+00  7.98414000e-01  4.32769900e+00  1.27430000e-02  7.70562000e-01  9.94680000e-01  7.95706000e-01  2.29400800e+00  
1.34064400e+00  540             1.25886220e+01  6.39194260e+01  5.53075000e-01  4.88167300e+00  6.74920000e-01  2.58726200e+00  1.27430000e-02  8.15944000e-01  9.16593000e-01  8.87157000e-01  2.52939600e+00  
1.34079900e+00  510             1.91666450e+01  6.32356530e+01  5.95030000e-01  4.76106200e+00  6.74756000e-01  2.58726200e+00  1.27430000e-02  7.89208000e-01  9.17738000e-01  8.46714000e-01  2.38656300e+00  
1.34101800e+00  480             1.23663010e+01  6.17039780e+01  5.87242000e-01  4.76106200e+00  6.74756000e-01  9.46132000e-01  1.29280000e-02  7.70562000e-01  9.09881000e-01  8.46714000e-01  2.61933600e+00  
1.34142200e+00  439             1.91666450e+01  6.32356530e+01  6.09666000e-01  5.32344100e+00  7.07976000e-01  2.58726200e+00  1.27430000e-02  7.70562000e-01  9.13255000e-01  9.27676000e-01  2.55631600e+00  
1.34157000e+00  552             1.91666450e+01  6.32356530e+01  6.09666000e-01  5.32344100e+00  7.07976000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.13255000e-01  9.24226000e-01  2.55631600e+00  
1.34168100e+00  567             1.91666450e+01  6.32356530e+01  6.10071000e-01  4.88167300e+00  7.21925000e-01  2.58726200e+00  1.27430000e-02  8.02757000e-01  9.16593000e-01  9.74389000e-01  2.72319700e+00  
1.34220400e+00  534             1.79921040e+01  6.32356530e+01  6.10071000e-01  5.13132500e+00  4.72724000e-01  2.40373200e+00  1.27430000e-02  7.70562000e-01  1.36227700e+00  7.86997000e-01  2.29400800e+00  
1.34342100e+00  455             1.25886220e+01  6.32356530e+01  6.10071000e-01  4.76106200e+00  4.72724000e-01  4.32769900e+00  1.27430000e-02  8.23202000e-01  1.36227700e+00  8.12756000e-01  2.72319700e+00  
1.34458100e+00  359             1.23663010e+01  6.32356530e+01  5.87242000e-01  4.76106200e+00  6.74756000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  8.85181000e-01  9.74389000e-01  2.72319700e+00  
1.34492500e+00  579             1.23663010e+01  6.32356530e+01  5.87242000e-01  4.76106200e+00  7.34534000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  8.85181000e-01  9.74389000e-01  2.72319700e+00  
1.34512900e+00  589             1.93372760e+01  6.32356530e+01  6.10071000e-01  5.15607700e+00  4.72724000e-01  4.32769900e+00  1.15560000e-02  7.70562000e-01  1.49719900e+00  9.27676000e-01  2.29400800e+00  
1.34551200e+00  449             1.17504040e+01  6.32356530e+01  6.09666000e-01  4.76106200e+00  7.07976000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  9.17738000e-01  8.46714000e-01  2.58178200e+00  
1.34567200e+00  550             1.17504040e+01  6.32356530e+01  6.09666000e-01  4.76106200e+00  7.07976000e-01  4.32769900e+00  1.27430000e-02  8.23202000e-01  9.17738000e-01  8.46714000e-01  2.58178200e+00  
1.34575000e+00  464             1.25886220e+01  6.32356530e+01  5.53075000e-01  4.88167300e+00  6.74920000e-01  9.99011000e-01  1.38260000e-02  8.15944000e-01  9.16593000e-01  8.87157000e-01  2.72319700e+00  
1.34580800e+00  539             1.91666450e+01  6.32356530e+01  6.10071000e-01  5.32344100e+00  7.73292000e-01  4.32769900e+00  1.27430000e-02  8.23202000e-01  9.54924000e-01  9.74389000e-01  2.72319700e+00  
1.34595200e+00  382             1.23663010e+01  6.32356530e+01  6.10071000e-01  4.88167300e+00  4.72724000e-01  4.32769900e+00  1.27430000e-02  7.70562000e-01  1.36227700e+00  7.86997000e-01  2.29400800e+00  
1.34623000e+00  619             1.17504040e+01  6.13392630e+01  6.09666000e-01  4.76106200e+00  6.74756000e-01  2.58726200e+00  1.36770000e-02  8.23202000e-01  9.12219000e-01  9.12459000e-01  2.58178200e+00  
1.34642100e+00  588             1.17504040e+01  6.32356530e+01  6.02605000e-01  5.32344100e+00  7.00809000e-01  9.99011000e-01  1.25910000e-02  8.23202000e-01  9.17738000e-01  1.05666300e+00  2.72319700e+00  
1.34694900e+00  433             1.25886220e+01  6.32356530e+01  6.10071000e-01  4.88167300e+00  7.21925000e-01  2.40373200e+00  1.29280000e-02  7.70562000e-01  9.16593000e-01  9.74389000e-01  2.72319700e+00  
1.34739900e+00  558             1.25886220e+01  6.17951370e+01  5.53075000e-01  4.88167300e+00  6.74920000e-01  9.99011000e-01  1.38260000e-02  8.15944000e-01  9.16593000e-01  8.46714000e-01  2.72319700e+00  
1.34785800e+00  368             1.17504040e+01  6.32356530e+01  6.10071000e-01  4.88167300e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  8.52304000e-01  8.87157000e-01  2.49929000e+00  
1.34785800e+00  615             1.91666450e+01  6.32356530e+01  6.44947000e-01  5.74465500e+00  6.43987000e-01  5.05410500e+00  1.38360000e-02  7.70562000e-01  9.36165000e-01  9.27676000e-01  2.29400800e+00  
1.34813300e+00  500             1.91666450e+01  6.32356530e+01  5.87242000e-01  5.32344100e+00  7.73292000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.17738000e-01  9.74389000e-01  2.72319700e+00  
1.34916700e+00  463             1.91666450e+01  6.32356530e+01  6.09666000e-01  4.76106200e+00  7.07976000e-01  2.58726200e+00  1.27430000e-02  8.23202000e-01  8.85181000e-01  8.87157000e-01  2.52939600e+00  
1.35016200e+00  462             1.23663010e+01  6.32356530e+01  6.10071000e-01  4.76106200e+00  4.72724000e-01  2.25255700e+00  1.27430000e-02  8.23202000e-01  1.36227700e+00  7.74087000e-01  2.72319700e+00  
1.35038900e+00  477             1.91666450e+01  6.32356530e+01  6.44947000e-01  5.32344100e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.13255000e-01  9.27676000e-01  2.72319700e+00  
1.35043600e+00  518             1.23663010e+01  6.32356530e+01  6.10071000e-01  4.76106200e+00  4.74594000e-01  2.25255700e+00  1.27430000e-02  8.23202000e-01  1.36227700e+00  7.74087000e-01  2.72319700e+00  
1.35070100e+00  501             1.36010390e+01  6.32356530e+01  5.87242000e-01  4.88167300e+00  6.74756000e-01  9.99011000e-01  1.29280000e-02  8.23202000e-01  8.85181000e-01  9.74389000e-01  2.72319700e+00  
1.35076500e+00  274             1.23663010e+01  6.32356530e+01  6.10071000e-01  5.13132500e+00  4.72724000e-01  4.32769900e+00  1.27430000e-02  7.70562000e-01  1.36227700e+00  7.74087000e-01  2.29400800e+00  
