Fit             Iteration       K1              K2              alpha           
3.76502000e-01  gen55perm15     5.69800000e-01  1.26095991e+03  8.38263000e-01  
3.79428000e-01  gen21perm39     6.95311000e-01  1.31874103e+03  7.20127000e-01  
3.79928000e-01  gen115perm15    5.53780000e-01  1.12263486e+03  5.48794000e-01  
3.81320000e-01  gen64perm15     5.69800000e-01  1.26593909e+03  9.91791000e-01  
3.81464000e-01  gen40perm15     5.96680000e-01  1.25010559e+03  7.20127000e-01  
3.82756000e-01  gen29perm15     6.97312000e-01  1.25010559e+03  7.20127000e-01  
3.82774000e-01  gen106perm15    6.17331000e-01  1.18175880e+03  5.48794000e-01  
3.83624000e-01  gen104perm15    6.17331000e-01  1.18175880e+03  5.48794000e-01  
3.83957000e-01  gen23perm39     6.95311000e-01  1.31874103e+03  7.20127000e-01  
3.84344000e-01  gen45perm39     5.69800000e-01  1.10228889e+03  7.30676000e-01  
3.85248000e-01  gen100perm39    6.17331000e-01  1.18707035e+03  5.48794000e-01  
3.85606000e-01  gen132perm39    5.48677000e-01  1.20575702e+03  4.42640000e-01  
3.85827000e-01  gen182perm39    5.11058000e-01  8.23010709e+02  3.38713000e-01  
3.85850000e-01  gen10perm15     9.05289000e-01  1.57973638e+02  9.53202000e-01  
3.86067000e-01  gen8perm39      9.76992000e-01  1.57973638e+02  9.53202000e-01  
3.86293000e-01  gen43perm39     5.96680000e-01  1.34911039e+03  7.30676000e-01  
3.86488000e-01  gen24perm39     7.53671000e-01  1.31874103e+03  7.20127000e-01  
3.87323000e-01  gen182perm15    5.60410000e-01  8.23010709e+02  3.38713000e-01  
3.88515000e-01  gen179perm39    5.11058000e-01  8.23010709e+02  3.87936000e-01  
3.88553000e-01  gen153perm15    6.62072000e-01  1.04507245e+03  5.14155000e-01  
3.88733000e-01  gen89perm15     6.15072000e-01  1.31799886e+03  7.46745000e-01  
3.89333000e-01  gen69perm15     5.69800000e-01  1.26593909e+03  9.91791000e-01  
3.89856000e-01  gen10perm39     9.91236000e-01  1.43381420e+03  9.53202000e-01  
3.90096000e-01  gen60perm15     5.69800000e-01  1.26593909e+03  9.91791000e-01  
3.90755000e-01  gen34perm15     9.04788000e-01  1.25010559e+03  7.20127000e-01  
3.92520000e-01  gen188perm39    5.93913000e-01  9.30410134e+02  4.12874000e-01  
3.92815000e-01  gen131perm39    5.48677000e-01  1.02222352e+03  4.42640000e-01  
3.93421000e-01  gen187perm15    5.93913000e-01  9.30410134e+02  4.12874000e-01  
3.93510000e-01  gen163perm39    5.86254000e-01  8.55397174e+02  5.17619000e-01  
3.93726000e-01  gen174perm15    5.11058000e-01  8.00318575e+02  4.20576000e-01  
3.93853000e-01  gen110perm39    5.53780000e-01  1.12263486e+03  5.48794000e-01  
3.94120000e-01  gen25perm15     6.97312000e-01  1.31874103e+03  7.20127000e-01  
3.94271000e-01  gen134perm39    6.10221000e-01  1.20575702e+03  4.42640000e-01  
3.94317000e-01  gen55perm39     5.69800000e-01  1.26095991e+03  8.38263000e-01  
3.94617000e-01  gen149perm39    6.62072000e-01  1.04507245e+03  4.51264000e-01  
3.95413000e-01  gen136perm15    6.10221000e-01  1.11142765e+03  4.42640000e-01  
3.95827000e-01  gen181perm39    5.60410000e-01  8.23010709e+02  3.38713000e-01  
3.96078000e-01  gen123perm15    5.85048000e-01  1.09784735e+03  5.48794000e-01  
3.96126000e-01  gen125perm39    5.85048000e-01  1.09784735e+03  4.42640000e-01  
3.96693000e-01  gen32perm39     5.96680000e-01  1.25010559e+03  7.20127000e-01  
3.96939000e-01  gen117perm39    5.53780000e-01  1.11415448e+03  5.48794000e-01  
3.97312000e-01  gen78perm39     5.77451000e-01  1.27347163e+03  9.91791000e-01  
3.97855000e-01  gen12perm39     9.91236000e-01  1.13523211e+03  9.53202000e-01  
3.97915000e-01  gen65perm39     5.69800000e-01  1.26593909e+03  9.91791000e-01  
3.98288000e-01  gen84perm39     6.15072000e-01  1.08015829e+03  7.46745000e-01  
3.98632000e-01  gen30perm39     5.96680000e-01  1.25010559e+03  7.20127000e-01  
3.98793000e-01  gen49perm39     5.69800000e-01  1.26095991e+03  7.30676000e-01  
3.98830000e-01  gen33perm15     5.96680000e-01  1.25010559e+03  7.20127000e-01  
3.98842000e-01  gen57perm15     5.69800000e-01  1.26539043e+03  8.38263000e-01  
3.99019000e-01  gen72perm39     5.69800000e-01  1.10859083e+03  9.91791000e-01  
3.99140000e-01  gen54perm39     5.69800000e-01  1.26095991e+03  8.38263000e-01  
3.99355000e-01  gen87perm15     6.15072000e-01  1.27347163e+03  7.46745000e-01  
3.99387000e-01  gen113perm39    5.53780000e-01  1.07206757e+03  5.48794000e-01  
4.00453000e-01  gen104perm39    5.26132000e-01  1.18707035e+03  5.48794000e-01  
4.00551000e-01  gen56perm39     5.69800000e-01  1.26095991e+03  8.38263000e-01  
4.00756000e-01  gen116perm39    5.53780000e-01  1.12263486e+03  5.48794000e-01  
4.00964000e-01  gen93perm15     6.68198000e-01  1.29793726e+03  7.46745000e-01  
4.01532000e-01  gen84perm15     6.15072000e-01  1.27347163e+03  7.46745000e-01  
4.01696000e-01  gen51perm39     5.69800000e-01  1.26095991e+03  8.38263000e-01  
4.01928000e-01  gen124perm39    5.85048000e-01  1.09784735e+03  4.42640000e-01  
4.02283000e-01  gen126perm39    5.85048000e-01  1.09784735e+03  4.42640000e-01  
4.02316000e-01  gen71perm39     5.69800000e-01  1.27347163e+03  9.91791000e-01  
4.02569000e-01  gen87perm39     6.15072000e-01  1.27347163e+03  7.46745000e-01  
4.02612000e-01  gen67perm15     5.69800000e-01  1.26593909e+03  9.91791000e-01  
4.03052000e-01  gen169perm39    5.11058000e-01  9.65797719e+02  6.03315000e-01  
4.03132000e-01  gen129perm39    5.85048000e-01  1.02222352e+03  4.42640000e-01  
4.03239000e-01  gen147perm39    6.62072000e-01  1.19303750e+03  3.70878000e-01  
4.03586000e-01  gen71perm15     5.69800000e-01  1.27347163e+03  9.91791000e-01  
4.03929000e-01  gen44perm39     5.69800000e-01  1.34911039e+03  7.30676000e-01  
4.04043000e-01  gen58perm15     5.69800000e-01  1.32185842e+03  9.91791000e-01  
4.04300000e-01  gen26perm39     6.97312000e-01  1.25010559e+03  7.20127000e-01  
4.04792000e-01  gen40perm39     5.96680000e-01  1.34911039e+03  7.20127000e-01  
4.04892000e-01  gen187perm39    5.93913000e-01  9.30410134e+02  4.12874000e-01  
4.04901000e-01  gen142perm39    6.10221000e-01  1.19303750e+03  4.42640000e-01  
4.04964000e-01  gen152perm39    6.62072000e-01  1.04507245e+03  4.51264000e-01  
4.05261000e-01  gen94perm39     6.17331000e-01  1.29793726e+03  6.31185000e-01  
4.05749000e-01  gen175perm15    5.11058000e-01  9.65797719e+02  3.87936000e-01  
4.06692000e-01  gen3perm15      5.80741000e-01  2.86475850e+03  1.33205000e+00  
4.06910000e-01  gen74perm15     4.69513000e-01  1.27347163e+03  9.91791000e-01  
4.07196000e-01  gen135perm39    6.10221000e-01  1.20575702e+03  4.42640000e-01  
4.07233000e-01  gen178perm15    5.11058000e-01  8.23010709e+02  3.87936000e-01  
4.08185000e-01  gen76perm39     5.77451000e-01  1.27347163e+03  9.91791000e-01  
4.08504000e-01  gen4perm39      5.80741000e-01  2.86475850e+03  1.33205000e+00  
4.08780000e-01  gen78perm15     5.77451000e-01  1.27347163e+03  7.95325000e-01  
4.09495000e-01  gen46perm39     5.69800000e-01  1.57939230e+03  7.30676000e-01  
4.09558000e-01  gen175perm39    5.11058000e-01  8.00318575e+02  4.20576000e-01  
4.09732000e-01  gen58perm39     5.69800000e-01  1.26593909e+03  9.91791000e-01  
4.09945000e-01  gen2perm15      4.23058000e-01  2.82638315e+03  9.43842000e-01  
4.10287000e-01  gen155perm15    6.06370000e-01  8.55397174e+02  5.14155000e-01  
4.10479000e-01  gen99perm39     6.17331000e-01  1.18707035e+03  5.48794000e-01  
4.10495000e-01  gen95perm15     6.17331000e-01  1.29793726e+03  6.31185000e-01  
4.10700000e-01  gen15perm15     7.65749000e-01  1.43381420e+03  9.27741000e-01  
4.10706000e-01  gen57perm39     5.69800000e-01  1.26593909e+03  9.91791000e-01  
4.10818000e-01  gen186perm39    6.53734000e-01  9.30410134e+02  4.12874000e-01  
4.11096000e-01  gen124perm15    5.85048000e-01  1.09784735e+03  5.48794000e-01  
4.11246000e-01  gen139perm39    6.10221000e-01  1.11142765e+03  4.42640000e-01  
4.11846000e-01  gen110perm15    5.53780000e-01  1.18175880e+03  5.48794000e-01  
4.12009000e-01  gen28perm39     6.97312000e-01  1.16383089e+03  7.20127000e-01  
4.12068000e-01  gen92perm39     6.68198000e-01  1.31799886e+03  7.46745000e-01  
4.12204000e-01  gen150perm15    6.62072000e-01  1.04507245e+03  4.51264000e-01  
4.12529000e-01  gen20perm39     6.95311000e-01  1.31874103e+03  7.20127000e-01  
4.12601000e-01  gen157perm15    6.06370000e-01  8.55397174e+02  4.94241000e-01  
4.12667000e-01  gen180perm39    5.11058000e-01  8.23010709e+02  3.87936000e-01  
4.12832000e-01  gen70perm39     5.69800000e-01  1.27347163e+03  9.91791000e-01  
4.13030000e-01  gen35perm15     5.96680000e-01  1.25010559e+03  7.60119000e-01  
4.13163000e-01  gen63perm39     5.69800000e-01  1.26593909e+03  9.91791000e-01  
4.13407000e-01  gen1perm15      1.52694000e-01  1.67609948e+02  8.62467000e-01  
4.13428000e-01  gen81perm39     5.77451000e-01  1.27347163e+03  8.86074000e-01  
4.13433000e-01  gen143perm39    6.73341000e-01  1.19303750e+03  4.42640000e-01  
4.13747000e-01  gen80perm15     5.77451000e-01  1.27347163e+03  7.95325000e-01  
4.14990000e-01  gen128perm39    5.85048000e-01  1.02222352e+03  4.42640000e-01  
4.15108000e-01  gen112perm15    5.53780000e-01  1.18175880e+03  5.48794000e-01  
4.15196000e-01  gen164perm39    5.11058000e-01  8.55397174e+02  5.17619000e-01  
4.15370000e-01  gen109perm15    5.53780000e-01  1.18175880e+03  5.48794000e-01  
4.15473000e-01  gen48perm15     5.69800000e-01  1.57939230e+03  7.30676000e-01  
4.15596000e-01  gen136perm39    6.10221000e-01  1.11142765e+03  4.42640000e-01  
4.15925000e-01  gen43perm15     5.96680000e-01  1.34911039e+03  7.30676000e-01  
4.15953000e-01  gen154perm39    6.62072000e-01  8.55397174e+02  5.14155000e-01  
4.15979000e-01  gen69perm39     5.69800000e-01  1.27347163e+03  9.91791000e-01  
4.16476000e-01  gen82perm15     5.31105000e-01  1.27347163e+03  7.46745000e-01  
4.16870000e-01  gen96perm15     6.17331000e-01  1.29793726e+03  6.31185000e-01  
4.17258000e-01  gen161perm39    5.86254000e-01  8.55397174e+02  5.17619000e-01  
4.17532000e-01  gen157perm39    6.06370000e-01  8.55397174e+02  5.14155000e-01  
4.18025000e-01  gen31perm39     5.96680000e-01  1.16383089e+03  7.20127000e-01  
4.18253000e-01  gen181perm15    5.11058000e-01  8.23010709e+02  3.87936000e-01  
4.18360000e-01  gen1perm39      9.39869000e-01  8.10551510e+01  1.20252500e+00  
4.18482000e-01  gen150perm39    6.62072000e-01  1.04507245e+03  4.51264000e-01  
4.18819000e-01  gen156perm15    6.06370000e-01  8.55397174e+02  5.14155000e-01  
4.19554000e-01  gen171perm39    5.11058000e-01  9.65797719e+02  6.03315000e-01  
4.20105000e-01  gen146perm15    6.62072000e-01  1.19303750e+03  4.51264000e-01  
4.20764000e-01  gen164perm15    5.86254000e-01  8.55397174e+02  4.93601000e-01  
4.20960000e-01  gen151perm15    6.62072000e-01  1.04507245e+03  4.51264000e-01  
4.21145000e-01  gen122perm39    5.85048000e-01  1.09784735e+03  5.48794000e-01  
4.21306000e-01  gen102perm15    6.17331000e-01  1.18707035e+03  5.48794000e-01  
4.22133000e-01  gen131perm15    5.48677000e-01  1.02222352e+03  3.87119000e-01  
4.22396000e-01  gen14perm39     7.65749000e-01  1.43381420e+03  9.53202000e-01  
4.22468000e-01  gen145perm39    6.62072000e-01  1.19303750e+03  4.42640000e-01  
4.22694000e-01  gen13perm39     8.21774000e-01  1.31874103e+03  8.15367000e-01  
4.22855000e-01  gen148perm24    6.62072000e-01  1.19303750e+03  3.70878000e-01  
4.23116000e-01  gen147perm15    6.62072000e-01  1.04507245e+03  4.51264000e-01  
4.23267000e-01  gen27perm39     6.97312000e-01  1.31874103e+03  7.20127000e-01  
4.24022000e-01  gen160perm39    5.86254000e-01  8.55397174e+02  5.14155000e-01  
4.24765000e-01  gen13perm15     7.65749000e-01  1.43381420e+03  9.53202000e-01  
4.24904000e-01  gen151perm39    6.62072000e-01  1.04507245e+03  4.51264000e-01  
4.25116000e-01  gen97perm39     6.17331000e-01  1.29793726e+03  5.48794000e-01  
4.25484000e-01  gen72perm24     5.69800000e-01  1.27347163e+03  9.91791000e-01  
4.25868000e-01  gen159perm15    5.86254000e-01  8.55397174e+02  5.14155000e-01  
4.26053000e-01  gen133perm15    6.10221000e-01  1.20575702e+03  4.42640000e-01  
4.26138000e-01  gen120perm15    5.53780000e-01  1.09784735e+03  5.48794000e-01  
4.26332000e-01  gen113perm15    5.53780000e-01  1.12263486e+03  5.48794000e-01  
4.26810000e-01  gen118perm15    5.53780000e-01  1.11415448e+03  5.48794000e-01  
4.26917000e-01  gen7perm39      9.91236000e-01  1.57973638e+02  1.33205000e+00  
4.27017000e-01  gen5perm39      9.39869000e-01  1.67609948e+02  8.69897000e-01  
4.27035000e-01  gen75perm39     5.69800000e-01  1.30485902e+03  9.91791000e-01  
4.27180000e-01  gen118perm24    5.53780000e-01  1.14981067e+03  5.17396000e-01  
4.27797000e-01  gen20perm15     7.65749000e-01  1.31874103e+03  7.24835000e-01  
4.27826000e-01  gen112perm39    5.53780000e-01  1.12263486e+03  5.48794000e-01  
4.27951000e-01  gen153perm39    6.06370000e-01  1.04507245e+03  4.51264000e-01  
4.28066000e-01  gen155perm39    6.06370000e-01  8.55397174e+02  4.51264000e-01  
4.28397000e-01  gen111perm39    5.53780000e-01  1.18175880e+03  6.17943000e-01  
4.28676000e-01  gen91perm15     6.68198000e-01  1.31799886e+03  7.46745000e-01  
4.28795000e-01  gen28perm15     6.97312000e-01  1.25010559e+03  7.20127000e-01  
4.28935000e-01  gen33perm39     9.04788000e-01  1.25010559e+03  7.60119000e-01  
4.29006000e-01  gen77perm39     5.77451000e-01  1.27347163e+03  9.91791000e-01  
4.29120000e-01  gen68perm39     5.69800000e-01  1.26593909e+03  9.91791000e-01  
4.29239000e-01  gen21perm15     7.65749000e-01  1.31874103e+03  7.20127000e-01  
4.29723000e-01  gen17perm39     7.65749000e-01  1.31874103e+03  8.15367000e-01  
4.29724000e-01  gen109perm39    6.17331000e-01  1.12263486e+03  5.48794000e-01  
4.29765000e-01  gen53perm15     5.69800000e-01  1.26095991e+03  8.38263000e-01  
4.29812000e-01  gen177perm39    5.11058000e-01  9.65797719e+02  3.87936000e-01  
4.30240000e-01  gen9perm34      9.05289000e-01  1.35715396e+03  9.53202000e-01  
4.30421000e-01  gen72perm15     5.69800000e-01  1.27347163e+03  9.91791000e-01  
4.30493000e-01  gen186perm15    5.93913000e-01  9.58870826e+02  4.12874000e-01  
4.30940000e-01  gen85perm24     6.15072000e-01  1.17144334e+03  7.46745000e-01  
4.31019000e-01  gen29perm39     5.96680000e-01  1.16383089e+03  7.20127000e-01  
4.31269000e-01  gen7perm15      1.38388000e-01  1.43381420e+03  1.33205000e+00  
4.31610000e-01  gen165perm15    5.86254000e-01  8.55397174e+02  5.17619000e-01  
4.31852000e-01  gen37perm15     5.96680000e-01  1.25010559e+03  7.33671000e-01  
4.31973000e-01  gen83perm15     6.15072000e-01  1.08015829e+03  8.86074000e-01  
4.32149000e-01  gen19perm39     7.65749000e-01  1.31874103e+03  7.20127000e-01  
4.32163000e-01  gen160perm15    5.86254000e-01  8.55397174e+02  5.17619000e-01  
4.32355000e-01  gen126perm15    5.85048000e-01  1.02222352e+03  4.42640000e-01  
4.32454000e-01  gen184perm15    5.11058000e-01  8.23010709e+02  3.88236000e-01  
4.32615000e-01  gen108perm39    6.17331000e-01  1.12263486e+03  5.48794000e-01  
4.32853000e-01  gen139perm15    6.41348000e-01  1.19303750e+03  4.42640000e-01  
4.32870000e-01  gen133perm39    5.48677000e-01  1.20575702e+03  4.42640000e-01  
4.33366000e-01  gen105perm15    5.26132000e-01  1.18175880e+03  5.48794000e-01  
4.33758000e-01  gen159perm39    5.86254000e-01  8.55397174e+02  5.14155000e-01  
4.34076000e-01  gen118perm39    5.53780000e-01  1.14981067e+03  5.48794000e-01  
4.34087000e-01  gen120perm39    6.44603000e-01  1.09784735e+03  4.42640000e-01  
4.34252000e-01  gen162perm39    5.86254000e-01  8.55397174e+02  5.17619000e-01  
4.34448000e-01  gen178perm39    5.11058000e-01  8.23010709e+02  3.87936000e-01  
4.34640000e-01  gen170perm15    5.11058000e-01  9.65797719e+02  5.17619000e-01  
4.34671000e-01  gen88perm24     6.15072000e-01  1.27347163e+03  7.46745000e-01  
4.34830000e-01  gen148perm39    6.62072000e-01  1.19303750e+03  4.51264000e-01  
4.35052000e-01  gen129perm15    5.48677000e-01  1.02222352e+03  4.42640000e-01  
4.35117000e-01  gen19perm24     7.65749000e-01  1.31874103e+03  7.20127000e-01  
4.35515000e-01  gen23perm15     7.65749000e-01  1.31874103e+03  8.46145000e-01  
4.35730000e-01  gen30perm24     5.96680000e-01  1.23274925e+03  7.20127000e-01  
4.35869000e-01  gen76perm15     5.69800000e-01  1.30485902e+03  9.91791000e-01  
4.36520000e-01  gen185perm39    5.60410000e-01  9.30410134e+02  3.88236000e-01  
4.36887000e-01  gen116perm24    5.71986000e-01  1.19867400e+03  5.48794000e-01  
4.37262000e-01  gen86perm24     6.15072000e-01  1.15430495e+03  8.28718000e-01  
4.37540000e-01  gen19perm15     7.65749000e-01  1.31874103e+03  7.24835000e-01  
4.37666000e-01  gen73perm15     4.69513000e-01  1.10859083e+03  9.91791000e-01  
4.37848000e-01  gen52perm39     4.89680000e-01  1.26095991e+03  8.38263000e-01  
4.37916000e-01  gen121perm39    5.85048000e-01  1.09784735e+03  4.42640000e-01  
4.38125000e-01  gen61perm15     5.69800000e-01  1.26593909e+03  9.91791000e-01  
4.38194000e-01  gen174perm39    5.11058000e-01  9.65797719e+02  4.20576000e-01  
4.38577000e-01  gen146perm39    6.62072000e-01  1.19303750e+03  3.70878000e-01  
4.39397000e-01  gen18perm15     7.65749000e-01  1.31874103e+03  7.20127000e-01  
4.39479000e-01  gen2perm39      3.77260000e-02  3.92370426e+03  1.40829400e+00  
4.39490000e-01  gen127perm15    5.85048000e-01  1.09784735e+03  4.42640000e-01  
4.39642000e-01  gen5perm24      9.91236000e-01  1.43381420e+03  9.53202000e-01  
4.39658000e-01  gen106perm39    6.17331000e-01  1.18175880e+03  5.48794000e-01  
4.40277000e-01  gen119perm39    5.53780000e-01  1.11415448e+03  5.48794000e-01  
4.40414000e-01  gen101perm39    6.17331000e-01  1.18707035e+03  5.48794000e-01  
4.40442000e-01  gen16perm39     7.65749000e-01  1.31874103e+03  8.15367000e-01  
4.40455000e-01  gen121perm15    5.56170000e-01  1.09784735e+03  5.48794000e-01  
4.40497000e-01  gen143perm15    6.10221000e-01  1.19303750e+03  4.42640000e-01  
4.40755000e-01  gen123perm39    5.85048000e-01  1.09784735e+03  4.42640000e-01  
4.41145000e-01  gen38perm39     5.96680000e-01  1.25010559e+03  7.20127000e-01  
4.41198000e-01  gen134perm15    5.48677000e-01  1.20575702e+03  4.42640000e-01  
4.41324000e-01  gen185perm15    5.60410000e-01  9.30410134e+02  4.12874000e-01  
4.41756000e-01  gen166perm39    5.11058000e-01  8.55397174e+02  5.17619000e-01  
4.41882000e-01  gen86perm15     6.15072000e-01  1.27347163e+03  7.46745000e-01  
4.42065000e-01  gen134perm34    6.10221000e-01  1.20575702e+03  4.42640000e-01  
4.42119000e-01  gen30perm15     7.85133000e-01  1.25010559e+03  7.20127000e-01  
4.42299000e-01  gen39perm39     5.96680000e-01  1.25010559e+03  7.20127000e-01  
4.42515000e-01  gen50perm39     5.69800000e-01  1.35232994e+03  7.30676000e-01  
4.42629000e-01  gen90perm39     6.15072000e-01  1.31799886e+03  7.46745000e-01  
4.42720000e-01  gen177perm15    5.11058000e-01  8.23010709e+02  3.87936000e-01  
4.42805000e-01  gen145perm15    6.62072000e-01  1.19303750e+03  4.42640000e-01  
4.43086000e-01  gen188perm15    5.93913000e-01  9.30410134e+02  4.12874000e-01  
4.43313000e-01  gen34perm39     5.96680000e-01  1.25010559e+03  7.60119000e-01  
4.43392000e-01  gen8perm15      9.91236000e-01  1.35715396e+03  9.53202000e-01  
4.43518000e-01  gen170perm24    5.11058000e-01  1.03192658e+03  5.17619000e-01  
4.43765000e-01  gen9perm15      8.98074000e-01  1.57973638e+02  9.53202000e-01  
4.44155000e-01  gen158perm15    5.86254000e-01  8.55397174e+02  5.14155000e-01  
4.44358000e-01  gen183perm15    5.11058000e-01  8.23010709e+02  3.88236000e-01  
4.44476000e-01  gen75perm15     5.69800000e-01  1.27347163e+03  9.91791000e-01  
4.44733000e-01  gen90perm24     6.15072000e-01  1.31799886e+03  7.46745000e-01  
4.45046000e-01  gen142perm24    6.41348000e-01  1.19303750e+03  4.42640000e-01  
4.45081000e-01  gen125perm15    5.85048000e-01  9.57682362e+02  4.42640000e-01  
4.45091000e-01  gen4perm24      7.79200000e-03  6.20269277e+02  1.43292200e+00  
4.45260000e-01  gen168perm39    5.11058000e-01  9.65797719e+02  5.17619000e-01  
4.45308000e-01  gen53perm39     5.69800000e-01  1.26095991e+03  8.38263000e-01  
4.45333000e-01  gen36perm39     5.96680000e-01  1.25010559e+03  7.20127000e-01  
4.45407000e-01  gen89perm24     6.76793000e-01  1.27347163e+03  7.46745000e-01  
4.45581000e-01  gen167perm39    5.11058000e-01  9.65797719e+02  5.17619000e-01  
4.45885000e-01  gen130perm15    5.48677000e-01  1.02222352e+03  4.42640000e-01  
4.46148000e-01  gen66perm39     5.69800000e-01  1.26593909e+03  9.91791000e-01  
4.46176000e-01  gen42perm24     6.63362000e-01  1.34911039e+03  6.42124000e-01  
4.46398000e-01  gen12perm15     8.21774000e-01  1.31874103e+03  9.53202000e-01  
4.46457000e-01  gen163perm15    5.86254000e-01  8.55397174e+02  5.17619000e-01  
4.46968000e-01  gen170perm39    4.44726000e-01  9.65797719e+02  6.03315000e-01  
4.47011000e-01  gen102perm39    6.17331000e-01  1.18707035e+03  5.48794000e-01  
4.47138000e-01  gen79perm39     5.77451000e-01  1.27347163e+03  7.95325000e-01  
4.47160000e-01  gen37perm39     5.96680000e-01  1.25010559e+03  7.20127000e-01  
4.47176000e-01  gen99perm15     6.17331000e-01  1.18707035e+03  5.48794000e-01  
4.47321000e-01  gen114perm15    5.53780000e-01  1.07206757e+03  5.48794000e-01  
4.47358000e-01  gen59perm39     5.69800000e-01  1.32185842e+03  9.91791000e-01  
4.47459000e-01  gen47perm24     5.69800000e-01  1.38987987e+03  7.30676000e-01  
4.47570000e-01  gen114perm39    5.97120000e-01  1.12263486e+03  5.48794000e-01  
4.48924000e-01  gen115perm24    5.53780000e-01  1.07206757e+03  5.73023000e-01  
4.49172000e-01  gen173perm39    5.11058000e-01  9.65797719e+02  4.20576000e-01  
4.49592000e-01  gen167perm24    5.11058000e-01  7.83516279e+02  5.17619000e-01  
4.49681000e-01  gen73perm39     5.69800000e-01  1.27347163e+03  9.91791000e-01  
4.49786000e-01  gen31perm24     5.96680000e-01  1.25010559e+03  7.20127000e-01  
4.49819000e-01  gen105perm34    5.26132000e-01  1.18707035e+03  5.48794000e-01  
4.50251000e-01  gen115perm39    5.53780000e-01  1.19867400e+03  5.48794000e-01  
4.50427000e-01  gen50perm24     5.69800000e-01  1.26095991e+03  7.51934000e-01  
4.50595000e-01  gen85perm39     6.15072000e-01  1.24477639e+03  7.46745000e-01  
4.50635000e-01  gen93perm39     6.17331000e-01  1.31799886e+03  7.46745000e-01  
4.51005000e-01  gen51perm15     5.69800000e-01  1.26095991e+03  7.30676000e-01  
4.51230000e-01  gen95perm39     6.17331000e-01  1.29793726e+03  6.31185000e-01  
4.51416000e-01  gen26perm15     6.27317000e-01  1.31874103e+03  7.20127000e-01  
4.51479000e-01  gen13perm24     8.21774000e-01  1.13523211e+03  9.53202000e-01  
4.51594000e-01  gen47perm39     5.69800000e-01  1.41647309e+03  7.30676000e-01  
4.51679000e-01  gen34perm24     5.96680000e-01  1.25010559e+03  7.20127000e-01  
4.52002000e-01  gen119perm34    5.53780000e-01  1.11415448e+03  5.48794000e-01  
4.52023000e-01  gen51perm24     5.69800000e-01  1.35232994e+03  7.30676000e-01  
4.52130000e-01  gen182perm34    5.60410000e-01  8.23010709e+02  3.87936000e-01  
4.52270000e-01  gen32perm15     9.04788000e-01  1.16503476e+03  7.20127000e-01  
4.52272000e-01  gen18perm39     7.65749000e-01  1.31874103e+03  7.24835000e-01  
