Fit             Permutation     K2RT            KD1             kdephos         km1             km2             kphos           
1.90611149e+03  2269            2.95455640e+01  -1.05177000e-01 5.26910760e+01  7.32267840e+01  1.90520000e-02  6.65321660e+01  
1.90651469e+03  2073            2.71040060e+01  1.51300000e-03  4.48321440e+01  7.15925750e+01  -4.16400000e-03 8.01969980e+01  
1.90658190e+03  1724            2.43990750e+01  -1.72810000e-01 5.24962290e+01  7.49919810e+01  -4.17670000e-02 7.87925400e+01  
1.91008030e+03  2250            1.89188520e+01  -1.08300000e-01 5.40732970e+01  7.15032280e+01  9.58680000e-02  8.12026870e+01  
1.91268904e+03  2301            2.58737390e+01  -1.26032000e-01 5.42396980e+01  7.33632310e+01  -3.50520000e-02 8.13107170e+01  
1.91314913e+03  1789            2.41503360e+01  -1.43991000e-01 5.49885260e+01  7.35449570e+01  3.76100000e-02  7.38664790e+01  
1.91328180e+03  2158            2.06575580e+01  -1.41275000e-01 5.42931440e+01  1.98321603e+02  -1.10650900e+00 7.83712430e+01  
1.91345880e+03  2408            2.17769190e+01  -3.11357000e-01 5.39441460e+01  1.02966461e+02  6.98280000e-01  7.75656660e+01  
1.91360971e+03  2093            2.21812660e+01  -6.21680000e-02 5.43499340e+01  6.96261650e+01  2.24750000e-01  7.84939580e+01  
1.91361135e+03  1199            2.15355130e+01  -1.01081300e+00 5.36895280e+01  6.13124950e+01  -1.03973700e+00 7.70665120e+01  
1.91365374e+03  1866            2.09373710e+01  -1.10566000e-01 5.40474480e+01  7.32728860e+01  -5.22193000e-01 7.93339560e+01  
1.91379675e+03  1423            2.25681340e+01  6.81040000e-02  5.24560730e+01  6.92804450e+01  1.60649000e-01  7.53582390e+01  
1.91380945e+03  455             2.24384260e+01  1.55781000e-01  4.33920500e+01  7.21919990e+01  1.47663000e-01  6.23095100e+01  
1.91399290e+03  1621            2.26644530e+01  -2.62593000e-01 5.34000810e+01  1.09812257e+02  1.35455900e+00  7.51140670e+01  
1.91400948e+03  2006            1.84483620e+01  -1.37518000e-01 5.38832670e+01  7.35345330e+01  -7.71005000e-01 8.13203480e+01  
1.91406995e+03  1517            1.87700820e+01  -6.13228000e-01 5.29308490e+01  6.28571550e+01  -2.24002100e+00 7.71827860e+01  
1.91409971e+03  2398            2.18000090e+01  -2.85762000e-01 5.20621320e+01  1.41434166e+02  -5.48311000e-01 7.56006430e+01  
1.91420086e+03  2401            2.29964020e+01  2.18339000e-01  5.44013480e+01  6.47214520e+01  3.10500000e-01  7.74649430e+01  
1.91425321e+03  2395            2.32826350e+01  -7.98673000e-01 5.62187600e+01  7.32988130e+01  -5.36779000e-01 7.99580380e+01  
1.91429264e+03  1166            3.17666370e+01  4.59415000e-01  5.67388820e+01  8.07528920e+01  5.99340000e-02  7.63845140e+01  
1.91434273e+03  2085            2.43686960e+01  -2.03259000e-01 5.39249810e+01  6.45086990e+01  -7.01410000e-02 7.44661750e+01  
1.91436886e+03  2243            2.08547960e+01  -2.27800600e+00 5.39744340e+01  7.65113640e+01  6.04514000e-01  7.93721940e+01  
1.91437881e+03  1919            2.00893900e+01  -6.36159000e-01 5.37141380e+01  6.54088190e+01  -1.57349500e+00 7.81595930e+01  
1.91443615e+03  2177            1.90364970e+01  -6.50909000e-01 6.44526190e+01  4.76655740e+01  1.32347310e+01  8.52713420e+01  
1.91447200e+03  1751            2.11297930e+01  -5.90031000e-01 5.59528290e+01  -3.08754940e+01 -4.64232000e+00 7.65850640e+01  
1.91450152e+03  2423            1.95031030e+01  1.14500700e+00  5.38019690e+01  6.40070590e+01  1.96695000e-01  8.15814250e+01  
1.91454489e+03  1310            1.80063860e+01  5.76645000e-01  5.04286090e+01  6.17096320e+01  -1.75332000e-01 7.71893480e+01  
1.91469390e+03  1474            1.96955030e+01  9.57797100e+00  4.95397300e+01  7.24659520e+01  -3.33361100e+00 6.89522520e+01  
1.91481581e+03  2505            1.89943470e+01  -5.05222700e+00 5.16332880e+01  6.43110080e+01  -1.06918800e+00 7.69903800e+01  
1.91503649e+03  2084            2.24635040e+01  -1.74200000e-03 5.52536720e+01  7.63332860e+01  -1.82200000e-01 7.89554620e+01  
1.91525626e+03  2003            2.15582300e+01  6.95351700e+00  5.37007930e+01  7.66758810e+01  5.41341000e-01  7.84483470e+01  
1.91529901e+03  1405            2.25054650e+01  -9.51730000e-02 5.47335630e+01  1.23957241e+02  -6.56966000e-01 7.72380780e+01  
1.91536897e+03  1204            1.98730530e+01  1.60707860e+01  6.15470120e+01  6.90633280e+01  -1.28418500e+00 8.94703560e+01  
1.91542045e+03  1998            2.31786650e+01  9.63472000e-01  5.45181070e+01  6.85127610e+01  8.43800000e-01  7.76160200e+01  
1.91552464e+03  2291            2.11717380e+01  8.28711200e+00  5.30448710e+01  7.43956110e+01  -1.53395100e+00 7.61820670e+01  
1.91553657e+03  1995            1.61219260e+01  -1.42522000e-01 4.63505330e+01  2.88934322e+02  -1.17792930e+01 6.16790790e+01  
1.91554846e+03  1435            2.34320030e+01  6.17831000e-01  6.02608450e+01  7.40768210e+01  -4.14940000e+00 8.00230650e+01  
1.91558633e+03  2404            2.19928030e+01  2.94821900e+00  5.77681930e+01  6.97459970e+01  3.04298000e-01  8.26999990e+01  
1.91569281e+03  2008            2.43717750e+01  1.00269600e+00  5.41426550e+01  7.32321400e+01  -1.83974400e+00 7.33794430e+01  
1.91578158e+03  1927            2.53315940e+01  -2.15257000e-01 5.24263600e+01  7.62805730e+01  -9.52752000e-01 7.22906650e+01  
1.91579958e+03  2223            2.50332610e+01  2.72870000e-02  5.77275490e+01  7.13679300e+01  2.75937000e-01  8.03723850e+01  
1.91606030e+03  1915            2.51168610e+01  7.20559000e-01  6.03496830e+01  7.38979490e+01  -3.49621800e+00 8.00303980e+01  
1.91613995e+03  797             2.48657730e+01  7.83014000e-01  5.09704730e+01  4.06396110e+01  -3.72446900e+00 6.69983240e+01  
1.91633054e+03  1770            2.61791860e+01  -2.01465000e-01 5.43021950e+01  8.68365580e+01  -6.79767000e-01 7.44490920e+01  
1.91640618e+03  2159            2.06919060e+01  -2.68891000e-01 5.38344630e+01  7.14559290e+01  -9.87271000e-01 7.67727720e+01  
1.91650176e+03  2258            -1.63631110e+01 1.30027000e+00  5.45952000e+01  7.78056550e+01  2.03406200e+00  8.25895530e+01  
1.91674028e+03  2316            2.91385450e+01  -2.28257000e-01 5.97386310e+01  9.02186650e+01  -7.87590000e-02 8.02352290e+01  
1.91683066e+03  2392            2.61354940e+01  -1.91996000e-01 5.39810220e+01  5.53543620e+01  -8.00308000e-01 7.34384350e+01  
1.91685648e+03  708             -2.38925420e+01 6.11202000e-01  4.54909180e+01  7.70131800e+01  9.62615000e-01  6.23998980e+01  
1.91691333e+03  2087            2.57220350e+01  -1.12082100e+00 5.38999390e+01  -6.95478180e+01 -9.09760000e-02 7.66721880e+01  
1.91703163e+03  1275            1.26152560e+01  6.11580000e-02  4.32937490e+01  2.55599573e+02  -2.11100030e+01 5.82120140e+01  
1.91704908e+03  1323            9.44533200e+00  2.02101600e+00  5.33011740e+01  7.31512120e+01  6.70837920e+01  7.34333770e+01  
1.91713820e+03  2152            2.48007170e+01  -3.31105000e-01 5.36671870e+01  5.91438140e+01  -1.16467000e+00 7.29700830e+01  
1.91718225e+03  836             1.68022060e+01  -2.96898200e+00 4.54801230e+01  5.83118090e+01  1.85712000e-01  7.23003380e+01  
1.91719504e+03  1200            1.76803950e+01  -4.46588000e-01 5.05801290e+01  4.69755910e+01  6.90042000e-01  7.83392680e+01  
1.91722140e+03  2005            2.56011240e+01  -1.02309000e-01 5.33624720e+01  8.77942500e+01  -4.18643000e-01 7.48279360e+01  
1.91723355e+03  2127            2.75598020e+01  2.63588000e-01  5.40368840e+01  7.07113070e+01  -1.21935000e-01 7.40007400e+01  
1.91724132e+03  2146            2.71104750e+01  2.99560000e-02  5.88942590e+01  6.19959920e+01  -7.13734000e-01 8.03195110e+01  
1.91742848e+03  2312            1.82374550e+01  8.17770000e-02  5.34117800e+01  6.98142560e+01  -1.86066000e-01 8.33266970e+01  
1.91749702e+03  1641            1.78214410e+01  -4.46238000e-01 5.59702460e+01  1.00361914e+02  7.37978200e+00  7.58491480e+01  
1.91763796e+03  1850            2.16520860e+01  2.33004200e+00  5.30312310e+01  6.53263790e+01  3.06763600e+00  7.41531300e+01  
1.91774264e+03  2031            2.52904110e+01  1.61032000e-01  5.34413470e+01  7.37052980e+01  -3.60930000e-02 8.07810650e+01  
1.91775527e+03  2397            2.46675330e+01  -1.80046000e-01 5.30905270e+01  7.76986640e+01  7.22211000e-01  7.48876510e+01  
1.91778702e+03  2157            1.89285230e+01  2.82546300e+00  5.21998010e+01  4.83688750e+01  3.97111500e+00  7.45905690e+01  
1.91804009e+03  2131            2.25945880e+01  -1.38541000e-01 5.74745350e+01  1.01565076e+02  8.01154000e-01  8.32192910e+01  
1.91809637e+03  1076            2.66986880e+01  -2.10317900e+00 5.27893960e+01  6.90443330e+01  9.25100000e-02  7.43327480e+01  
1.91823658e+03  2088            2.43232340e+01  -4.81265000e-01 5.78950290e+01  7.37270450e+01  -3.61622000e-01 8.02433060e+01  
1.91824408e+03  2407            2.68705360e+01  -3.75450000e-01 5.34812230e+01  6.34669560e+01  1.17935000e-01  7.30024040e+01  
1.91834751e+03  1569            2.13538350e+01  -3.63877000e-01 5.03556840e+01  5.15260650e+01  4.09518000e-01  7.18162110e+01  
1.91836882e+03  2148            2.53798960e+01  -1.50538000e-01 5.93533010e+01  7.46780570e+01  4.40143000e-01  8.37921120e+01  
1.91844932e+03  619             2.60690320e+01  -4.65588000e+00 5.24825070e+01  4.94841080e+01  -4.36350200e+00 6.81893250e+01  
1.91859042e+03  2328            2.56236090e+01  1.13737200e+00  5.65456190e+01  6.73768830e+01  2.44803000e-01  7.99465920e+01  
1.91892739e+03  1971            3.09281800e+01  5.58318000e-01  5.38817390e+01  6.35598830e+01  -5.56810000e-02 7.42778180e+01  
1.91894451e+03  1891            2.80927270e+01  -1.25517400e+00 5.96855630e+01  9.34096990e+01  1.17432500e+00  7.94134630e+01  
1.91894492e+03  1912            2.41192870e+01  1.16009000e-01  5.41641790e+01  7.05956160e+01  2.38196200e+00  7.21678060e+01  
1.91904123e+03  688             2.69669030e+01  1.00983000e-01  4.60597320e+01  7.33305570e+01  4.94072000e-01  6.21340890e+01  
