Fit             Iteration       K1              K2              alpha           
7.82006000e-01  54              4.31310000e-02  6.28082301e+03  1.09211000e+00  
7.82042000e-01  248             4.31310000e-02  1.03312120e+01  1.09211000e+00  
7.86248000e-01  51              9.72970100e+00  6.19904190e+01  9.83115000e-01  
7.87280000e-01  152             1.16575000e-01  2.28042200e+00  1.36253300e+00  
7.87850000e-01  91              1.47419200e+00  2.16662300e+00  5.08725000e-01  
7.87958000e-01  106             4.31310000e-02  1.03312120e+01  6.47879000e-01  
7.88011000e-01  1               2.87063000e-01  1.22163800e+00  1.04857100e+00  
7.88239000e-01  71              1.09001090e+01  2.43235600e+01  1.36921500e+00  
7.88816000e-01  137             1.98551220e+01  3.13058520e+01  1.36253300e+00  
7.90059000e-01  200             4.31310000e-02  6.28082301e+03  8.80591000e-01  
7.90315000e-01  264             1.55256500e+00  9.28635400e+00  7.50641000e-01  
7.90773000e-01  299             9.87750000e-02  3.90409488e+02  6.89275000e-01  
7.90871000e-01  86              4.31310000e-02  6.28082301e+03  9.19493000e-01  
7.91796000e-01  332             1.35099000e-01  6.19904190e+01  1.21858700e+00  
7.93307000e-01  170             9.87750000e-02  2.03702586e+02  8.08637000e-01  
7.93384000e-01  400             1.63114100e+00  2.23259900e+00  7.26589000e-01  
7.93693000e-01  292             1.09634600e+00  4.10727430e+01  7.53604000e-01  
7.93868000e-01  2               4.44595000e-01  1.65901500e+00  1.16246200e+00  
7.93916000e-01  280             9.75240000e-02  3.13058520e+01  7.53604000e-01  
7.94423000e-01  245             2.87063000e-01  2.08441500e+00  8.01728000e-01  
7.94693000e-01  135             4.31310000e-02  6.28082301e+03  8.80591000e-01  
7.94969000e-01  316             2.87063000e-01  5.99681690e+01  8.01728000e-01  
7.98772000e-01  270             1.47419200e+00  2.16662300e+00  8.80591000e-01  
7.98947000e-01  119             2.87063000e-01  2.08441500e+00  1.04857100e+00  
8.00164000e-01  460             1.55256500e+00  6.19904190e+01  7.54632000e-01  
8.00831000e-01  315             1.47419200e+00  2.16662300e+00  1.32591000e+00  
8.02144000e-01  50              1.25313000e-01  1.81694551e+03  6.37589000e-01  
8.02641000e-01  67              1.45736100e+00  2.23259900e+00  1.09211000e+00  
8.05073000e-01  222             1.55256500e+00  9.28635400e+00  7.50641000e-01  
8.05745000e-01  423             1.45736100e+00  6.66229920e+01  7.54632000e-01  
8.27720000e-01  278             2.87402120e+01  2.77409191e+02  1.27866500e+00  
8.40450000e-01  25              2.87402120e+01  2.77409191e+02  1.27866500e+00  
8.42880000e-01  161             9.75240000e-02  4.10727430e+01  1.37479900e+00  
8.43038000e-01  97              8.53333000e-01  1.80511274e+03  5.08725000e-01  
8.45923000e-01  441             3.25680000e-02  2.88874528e+02  1.36253300e+00  
8.46464000e-01  372             1.57464100e+00  2.23259900e+00  1.09211000e+00  
8.49000000e-01  230             1.55256500e+00  9.05351056e+02  7.54632000e-01  
8.50628000e-01  305             1.98551220e+01  3.13058520e+01  1.36253300e+00  
8.78930000e-01  418             4.31310000e-02  2.17493100e+00  1.36253300e+00  
8.81308000e-01  139             8.53333000e-01  6.19904190e+01  5.08725000e-01  
8.83785000e-01  256             1.98551220e+01  9.28635400e+00  1.36253300e+00  
8.89951000e-01  204             1.14795900e+00  1.24805404e+02  1.32591000e+00  
8.90748000e-01  6               4.33656000e+00  4.85623000e+00  1.17099800e+00  
8.91948000e-01  306             1.98551220e+01  3.90409488e+02  7.53604000e-01  
8.92388000e-01  229             9.72970100e+00  1.86848377e+02  9.83115000e-01  
8.93854000e-01  226             2.71623300e+00  1.14682900e+00  8.08637000e-01  
8.94495000e-01  279             1.55256500e+00  3.13058520e+01  1.36253300e+00  
8.96668000e-01  56              3.52425000e-01  5.63479906e+02  1.39444100e+00  
8.97222000e-01  72              4.44595000e-01  2.43235600e+01  1.01119300e+00  
8.99294000e-01  185             1.25313000e-01  2.25502900e+00  6.37589000e-01  
8.99866000e-01  477             4.31310000e-02  5.65380109e+03  9.22910000e-01  
9.01232000e-01  160             1.23261000e-01  1.08564900e+00  7.87719000e-01  
9.01467000e-01  386             1.98551220e+01  1.29511566e+02  1.36253300e+00  
9.01992000e-01  7               1.45736100e+00  2.23259900e+00  1.09211000e+00  
9.02577000e-01  319             4.31310000e-02  6.28256320e+01  7.51086000e-01  
9.02783000e-01  207             4.44595000e-01  6.19904190e+01  1.16249400e+00  
9.02934000e-01  138             4.44595000e-01  1.65901500e+00  9.01045000e-01  
9.02976000e-01  407             1.92997300e+01  2.79260598e+02  1.36253300e+00  
9.03162000e-01  252             9.87750000e-02  8.83807050e+01  6.41537000e-01  
9.03569000e-01  95              4.31310000e-02  4.55102210e+01  1.37479900e+00  
9.03964000e-01  453             4.31310000e-02  5.65380109e+03  1.36253300e+00  
9.04961000e-01  273             3.25680000e-02  3.90409488e+02  8.66965000e-01  
9.06370000e-01  466             1.23261000e-01  1.08564900e+00  1.14200600e+00  
9.06704000e-01  373             2.71623300e+00  9.28635400e+00  7.53604000e-01  
9.07811000e-01  73              1.16353000e-01  1.94034000e+00  6.61414000e-01  
9.08255000e-01  395             9.87750000e-02  8.83807050e+01  7.53604000e-01  
9.08699000e-01  443             9.87750000e-02  2.12015800e+00  1.32591000e+00  
9.10360000e-01  57              8.53333000e-01  9.90045572e+02  5.08725000e-01  
9.10928000e-01  94              4.23259000e-01  2.43235600e+01  7.62926000e-01  
9.11585000e-01  158             2.71623300e+00  1.06410860e+01  6.47879000e-01  
9.11625000e-01  354             1.55256500e+00  6.19904190e+01  1.25641300e+00  
9.12088000e-01  19              9.72970100e+00  6.19904190e+01  9.83115000e-01  
9.13283000e-01  325             1.98551220e+01  5.75882197e+03  7.54632000e-01  
9.15016000e-01  328             9.75240000e-02  4.10727430e+01  7.62984000e-01  
9.15019000e-01  343             2.71623300e+00  9.28635400e+00  1.36253300e+00  
9.17026000e-01  180             9.72970100e+00  8.83807050e+01  6.41537000e-01  
9.17843000e-01  491             1.47419200e+00  3.90409488e+02  7.53604000e-01  
9.19137000e-01  117             9.72970100e+00  6.19904190e+01  1.01119300e+00  
9.19179000e-01  363             2.07571030e+01  3.13058520e+01  7.54632000e-01  
9.19870000e-01  296             1.55256500e+00  1.08564900e+00  1.14200600e+00  
9.23946000e-01  118             1.16616600e+00  1.94034000e+00  1.09211000e+00  
9.29465000e-01  430             8.23077000e-01  9.28635400e+00  9.39182000e-01  
9.32976000e-01  184             4.23259000e-01  2.43235600e+01  7.62926000e-01  
9.41589000e-01  129             5.70900000e-03  4.43609270e+01  7.53604000e-01  
9.42952000e-01  81              1.16077100e+00  1.94034000e+00  7.85905000e-01  
9.45091000e-01  439             2.71623300e+00  9.28635400e+00  1.00500200e+00  
9.45623000e-01  21              3.84766000e-01  3.13058520e+01  7.49162000e-01  
9.48057000e-01  344             1.45736100e+00  6.19904190e+01  6.41537000e-01  
9.51569000e-01  237             4.44595000e-01  9.28635400e+00  1.00500200e+00  
9.52513000e-01  381             4.31310000e-02  5.44987117e+03  8.66965000e-01  
9.53236000e-01  265             9.43880000e-02  6.19904190e+01  7.54632000e-01  
9.54365000e-01  392             1.55256500e+00  5.80613240e+01  7.54632000e-01  
9.56420000e-01  290             1.25313000e-01  2.03702586e+02  6.37589000e-01  
9.56634000e-01  142             8.23077000e-01  9.28635400e+00  7.53604000e-01  
9.56723000e-01  202             4.23259000e-01  2.57985500e+01  5.08725000e-01  
9.57306000e-01  88              9.87750000e-02  8.83807050e+01  6.41537000e-01  
9.60825000e-01  446             1.46465300e+00  2.16662300e+00  7.54632000e-01  
9.82595000e-01  208             9.88870000e-02  4.10727430e+01  7.53604000e-01  
9.83389000e-01  127             9.87750000e-02  8.83807050e+01  1.14200600e+00  
9.84817000e-01  482             4.31310000e-02  5.65380109e+03  1.36253300e+00  
9.86015000e-01  89              5.70900000e-03  4.10727430e+01  7.83981000e-01  
9.89279000e-01  69              5.24900000e-03  5.86690680e+01  8.99128000e-01  
9.89442000e-01  356             1.47419200e+00  2.16662300e+00  7.53604000e-01  
9.91647000e-01  165             3.52425000e-01  1.08564900e+00  1.39444100e+00  
9.91673000e-01  438             9.87750000e-02  6.60069070e+01  6.41537000e-01  
9.91889000e-01  335             1.98551220e+01  3.13058520e+01  1.36253300e+00  
9.95367000e-01  271             1.96435890e+01  6.28082301e+03  1.09211000e+00  
9.96392000e-01  393             9.87750000e-02  8.83807050e+01  6.41537000e-01  
9.97156000e-01  228             1.69099300e+00  2.03702586e+02  8.08637000e-01  
9.99005000e-01  293             1.66939600e+00  5.72356330e+01  7.41955000e-01  
9.99540000e-01  463             1.06741000e-01  6.19904190e+01  9.99064000e-01  
1.00009200e+00  253             1.55256500e+00  3.13058520e+01  1.36253300e+00  
1.00122700e+00  110             1.16575000e-01  2.23259900e+00  1.09211000e+00  
1.00224600e+00  145             3.52425000e-01  5.36458627e+02  1.27767300e+00  
1.00318800e+00  53              5.70900000e-03  1.18321208e+02  7.83981000e-01  
1.00573400e+00  416             4.31310000e-02  6.43331480e+01  7.54632000e-01  
1.00599800e+00  313             1.55256500e+00  6.19904190e+01  6.41537000e-01  
1.00621000e+00  188             2.88239000e-01  2.08441500e+00  1.14261600e+00  
1.01037400e+00  376             1.45736100e+00  2.77409191e+02  7.07365000e-01  
1.01789900e+00  3               2.10424700e+00  1.08564900e+00  1.14200600e+00  
1.05016300e+00  440             1.47419200e+00  2.16662300e+00  1.49377500e+00  
1.05929900e+00  109             1.23261000e-01  1.27138329e+02  6.34436000e-01  
1.06029000e+00  28              1.98551220e+01  3.90409488e+02  8.66965000e-01  
1.06364700e+00  368             9.75240000e-02  6.19904190e+01  7.54632000e-01  
1.07283000e+00  23              1.18207700e+00  4.65582640e+01  7.97887000e-01  
1.07337700e+00  92              1.27623600e+00  1.49000631e+02  1.17774700e+00  
1.07376200e+00  277             1.45736100e+00  6.28082301e+03  1.09211000e+00  
1.07977400e+00  304             9.75240000e-02  4.10727430e+01  1.00120700e+00  
1.08189500e+00  191             9.75240000e-02  2.23259900e+00  7.32466000e-01  
1.09264500e+00  233             3.52425000e-01  5.63479906e+02  5.08725000e-01  
1.09512200e+00  434             1.48970100e+00  6.19904190e+01  7.53604000e-01  
1.09858000e+00  163             1.44938610e+01  2.01442500e+00  7.17236000e-01  
1.10261800e+00  219             9.87750000e-02  2.03702586e+02  8.08637000e-01  
1.10327000e+00  426             9.75240000e-02  4.10727430e+01  9.40548000e-01  
1.10671300e+00  361             1.98551220e+01  6.19904190e+01  7.54632000e-01  
1.11507400e+00  365             8.97050000e-02  1.80511274e+03  5.08725000e-01  
1.11526700e+00  406             1.74035370e+01  2.16662300e+00  1.21786000e+00  
1.11573000e+00  154             9.72970100e+00  6.19904190e+01  9.49967000e-01  
1.11801200e+00  111             1.45736100e+00  5.86690680e+01  8.99128000e-01  
1.12321400e+00  269             1.48970100e+00  6.19904190e+01  6.41537000e-01  
1.12324500e+00  397             3.14140680e+01  5.65380109e+03  6.96487000e-01  
1.12348500e+00  481             1.55256500e+00  6.19904190e+01  7.45572000e-01  
1.12456600e+00  284             1.98551220e+01  4.10727430e+01  1.36253300e+00  
1.12537400e+00  90              1.38104200e+00  2.23259900e+00  1.17280100e+00  
1.12556600e+00  307             2.71623300e+00  1.91697725e+02  7.54632000e-01  
1.12882900e+00  105             9.75240000e-02  2.43235600e+01  1.01119300e+00  
1.12963000e+00  213             1.55256500e+00  1.08564900e+00  7.54632000e-01  
1.12983000e+00  5               5.33110000e-02  1.94034000e+00  7.85905000e-01  
1.13014500e+00  456             1.61908500e+00  5.97577580e+01  7.13478000e-01  
1.13149900e+00  294             1.51190900e+00  5.65380109e+03  8.66965000e-01  
1.13257500e+00  327             1.06741000e-01  2.16662300e+00  8.80591000e-01  
1.13322200e+00  199             9.72970100e+00  2.16662300e+00  1.26346200e+00  
1.13568500e+00  52              1.44938610e+01  1.03312120e+01  7.17236000e-01  
1.13706800e+00  471             1.60063100e+00  6.20044400e+01  6.16181000e-01  
1.13883900e+00  320             1.55256500e+00  6.19904190e+01  7.28558000e-01  
1.14093400e+00  80              1.16077100e+00  1.49000631e+02  1.19485100e+00  
1.14105000e+00  128             9.72970100e+00  2.23259900e+00  9.83115000e-01  
1.14108500e+00  162             8.23077000e-01  4.10727430e+01  1.00500200e+00  
1.14140500e+00  425             1.89871010e+01  2.16662300e+00  1.32591000e+00  
1.14194000e+00  451             2.71623300e+00  6.44506750e+01  1.00500200e+00  
1.14332500e+00  68              9.00810000e-02  6.76612900e+00  8.08637000e-01  
1.14389500e+00  387             1.48970100e+00  4.10727430e+01  6.41537000e-01  
1.14396000e+00  263             9.75240000e-02  6.28082301e+03  9.19493000e-01  
1.14554000e+00  244             1.48970100e+00  6.28082301e+03  8.59253000e-01  
1.14785600e+00  66              4.33656000e+00  4.85623000e+00  1.17099800e+00  
1.14953000e+00  61              1.98551220e+01  2.04552205e+03  1.36253300e+00  
1.15073400e+00  350             1.55256500e+00  5.77842720e+01  6.41537000e-01  
1.15185700e+00  242             4.32810000e-02  4.10727430e+01  6.47879000e-01  
1.15612800e+00  492             3.25680000e-02  3.90409488e+02  6.41537000e-01  
1.15631700e+00  374             1.16510200e+00  1.34580735e+02  1.00717800e+00  
1.15779300e+00  347             1.98551220e+01  3.13058520e+01  7.14397000e-01  
1.15931200e+00  189             1.41783900e+00  1.03312120e+01  6.47879000e-01  
1.16323400e+00  11              9.49160000e-02  6.76612900e+00  7.08543000e-01  
1.16363500e+00  479             9.71920000e-02  2.23259900e+00  6.90225000e-01  
1.16551600e+00  98              8.53333000e-01  4.10727430e+01  5.08725000e-01  
1.16600900e+00  120             1.09001090e+01  2.43235600e+01  6.37589000e-01  
1.16648800e+00  310             1.47419200e+00  2.23870800e+00  1.14200600e+00  
1.16724400e+00  405             9.75240000e-02  3.90409488e+02  7.53604000e-01  
1.16761100e+00  288             2.71623300e+00  4.10727430e+01  7.84143000e-01  
1.16769300e+00  452             9.75240000e-02  2.16662300e+00  7.53604000e-01  
1.16837800e+00  16              1.09001090e+01  2.43235600e+01  1.01119300e+00  
1.16852800e+00  454             1.55256500e+00  9.05945740e+01  6.41537000e-01  
1.16873300e+00  337             1.55256500e+00  6.19904190e+01  9.19386000e-01  
1.16893400e+00  178             8.53333000e-01  2.23259900e+00  5.08725000e-01  
1.16925500e+00  75              1.74460000e-02  3.13058520e+01  9.37302000e-01  
1.16947000e+00  214             1.98551220e+01  3.13058520e+01  1.09211000e+00  
1.16958800e+00  239             1.55256500e+00  6.19904190e+01  7.54632000e-01  
1.16994000e+00  360             1.48970100e+00  6.19904190e+01  6.41537000e-01  
1.16994600e+00  429             1.23261000e-01  1.08564900e+00  9.11740000e-01  
1.17149000e+00  311             1.44747700e+00  2.28128300e+00  8.80591000e-01  
1.17158900e+00  192             9.75240000e-02  1.08564900e+00  7.53604000e-01  
1.17342400e+00  380             1.56661400e+00  6.19904190e+01  9.19168000e-01  
1.17419600e+00  60              3.84766000e-01  3.13058520e+01  7.49162000e-01  
1.17433000e+00  143             1.47419200e+00  3.82063110e+01  5.08725000e-01  
1.17449600e+00  166             9.75240000e-02  4.10727430e+01  7.53604000e-01  
1.17665400e+00  266             9.87750000e-02  8.83807050e+01  6.41537000e-01  
1.17736800e+00  10              1.20718100e+00  1.63375900e+00  1.42372700e+00  
1.17772500e+00  485             1.98551220e+01  3.13058520e+01  8.22163000e-01  
1.17827200e+00  164             1.40792300e+00  6.19904190e+01  6.81645000e-01  
1.17973900e+00  391             2.87402120e+01  2.77409191e+02  7.07365000e-01  
1.18040900e+00  379             1.55256500e+00  9.28635400e+00  7.54632000e-01  
1.18071300e+00  133             4.31310000e-02  6.28082301e+03  1.09211000e+00  
1.18258300e+00  126             2.87063000e-01  2.03702586e+02  1.04857100e+00  
1.18259100e+00  201             1.45736100e+00  2.23259900e+00  1.09211000e+00  
1.18391200e+00  276             1.53711800e+00  6.28082301e+03  9.19493000e-01  
1.18637800e+00  444             1.45736100e+00  1.14864000e+00  1.09211000e+00  
1.18681800e+00  415             1.47419200e+00  2.01825800e+00  6.41537000e-01  
1.18836500e+00  183             2.71623300e+00  2.27963900e+00  1.09211000e+00  
1.19275500e+00  125             1.16353000e-01  1.94034000e+00  9.33191000e-01  
1.19276500e+00  18              3.17392600e+00  4.55102210e+01  1.37886600e+00  
1.19315500e+00  342             3.10814000e-01  2.20008700e+00  1.00500200e+00  
1.19327700e+00  499             1.55256500e+00  3.07755780e+01  7.54632000e-01  
1.19358100e+00  79              3.65330000e-02  1.34832737e+02  7.62926000e-01  
1.19438100e+00  100             1.98551220e+01  2.04552205e+03  1.27866500e+00  
1.19833900e+00  349             1.98551220e+01  1.08564900e+00  1.36253300e+00  
1.19846000e+00  241             1.68859100e+00  6.28082301e+03  8.80591000e-01  
1.19978800e+00  289             9.75240000e-02  4.10727430e+01  7.53604000e-01  
1.20650200e+00  236             1.00503000e-01  6.19904190e+01  7.54632000e-01  
1.28958200e+00  24              1.31953530e+01  1.76022966e+02  1.43719500e+00  
1.29257500e+00  433             4.58150000e-02  4.10727430e+01  7.53604000e-01  
1.29323200e+00  231             1.42032200e+00  6.19904190e+01  8.08637000e-01  
1.29610900e+00  93              1.35615200e+00  4.30805007e+02  1.36921500e+00  
1.30361100e+00  227             1.16353000e-01  1.94034000e+00  6.61414000e-01  
1.30491800e+00  297             8.97050000e-02  1.80511274e+03  1.04857100e+00  
1.30552900e+00  130             3.84766000e-01  8.25605800e+00  9.19493000e-01  
1.30611200e+00  364             2.87063000e-01  2.28382300e+00  1.36253300e+00  
1.30798900e+00  437             1.23261000e-01  4.10727430e+01  7.42354000e-01  
1.31000300e+00  157             4.31310000e-02  6.28082301e+03  7.85905000e-01  
1.31377400e+00  31              1.16077100e+00  1.49000631e+02  1.19485100e+00  
1.32111000e+00  340             1.45736100e+00  9.18658690e+01  6.86530000e-01  
1.35294000e+00  35              4.68330800e+00  8.94752802e+02  1.17558800e+00  
1.36614500e+00  312             4.31310000e-02  6.28082301e+03  9.19493000e-01  
1.37519400e+00  455             4.31310000e-02  3.90409488e+02  8.66965000e-01  
1.37965000e+00  168             4.85190000e-02  1.49000631e+02  1.19485100e+00  
1.49059200e+00  179             1.23261000e-01  1.22310179e+02  6.62263000e-01  
1.50376100e+00  413             2.87063000e-01  2.08441500e+00  8.08637000e-01  
1.51504500e+00  218             1.23261000e-01  4.30805007e+02  1.36921500e+00  
1.52163700e+00  39              3.65330000e-02  1.34832737e+02  8.63973000e-01  
1.52397600e+00  489             9.75240000e-02  1.22485930e+02  1.01119300e+00  
1.52406800e+00  43              1.07640000e-02  1.68193233e+03  7.62926000e-01  
1.52961500e+00  338             1.09001090e+01  4.10727430e+01  7.53604000e-01  
1.60185300e+00  422             4.35220000e-02  5.75882197e+03  1.36253300e+00  
1.60599100e+00  403             1.48970100e+00  6.19904190e+01  6.41537000e-01  
1.61274900e+00  193             1.55256500e+00  2.79740629e+02  7.54632000e-01  
1.62343200e+00  345             2.86372000e-01  1.22163800e+00  1.13565400e+00  
1.63168500e+00  282             1.98551220e+01  6.19904190e+01  1.36253300e+00  
1.63416000e+00  55              1.95063150e+01  3.13058520e+01  7.49162000e-01  
1.63466300e+00  116             1.32680000e-01  5.63479906e+02  1.14200600e+00  
1.63728400e+00  96              9.72970100e+00  6.19904190e+01  9.83115000e-01  
1.63880600e+00  4               1.23261000e-01  5.82377700e+00  6.76368000e-01  
1.64163000e+00  362             1.45736100e+00  2.23259900e+00  1.09211000e+00  
1.64690000e+00  238             1.48970100e+00  3.99292180e+01  7.53604000e-01  
1.64861500e+00  464             1.51906100e+00  6.19904190e+01  7.54632000e-01  
1.65203000e+00  212             1.45700800e+00  2.28042200e+00  1.09211000e+00  
1.65357400e+00  321             4.31310000e-02  5.75882197e+03  1.36253300e+00  
1.65606500e+00  74              9.72970100e+00  6.19904190e+01  9.83115000e-01  
1.66002000e+00  173             1.98551220e+01  2.20495100e+00  1.36253300e+00  
1.66038900e+00  382             1.48970100e+00  6.19904190e+01  7.72593000e-01  
1.66139700e+00  445             1.98551220e+01  8.83807050e+01  6.61857000e-01  
1.66854400e+00  261             1.16575000e-01  2.77409191e+02  1.38366900e+00  
1.67374300e+00  303             9.75240000e-02  4.10727430e+01  6.41537000e-01  
1.67947400e+00  486             1.55256500e+00  6.12952200e+01  1.14200600e+00  
1.68136800e+00  134             9.72970100e+00  5.87526446e+03  9.19493000e-01  
1.68144000e+00  84              5.33110000e-02  1.94034000e+00  7.28908000e-01  
1.69223500e+00  150             2.71623300e+00  2.18623707e+02  7.53604000e-01  
1.70171100e+00  366             9.87750000e-02  9.36531710e+01  7.54632000e-01  
1.70688400e+00  480             1.86735160e+01  5.65380109e+03  1.36253300e+00  
1.70942800e+00  421             9.87750000e-02  8.83807050e+01  6.82701000e-01  
1.71698500e+00  309             2.87063000e-01  1.22163800e+00  1.04857100e+00  
1.71909800e+00  283             9.95950000e-02  4.04500450e+01  8.04758000e-01  
1.72021400e+00  49              4.31310000e-02  6.28082301e+03  8.80591000e-01  
1.72647900e+00  20              1.55256500e+00  3.64415160e+01  7.54632000e-01  
1.72667500e+00  141             1.00656000e-01  8.83807050e+01  6.27448000e-01  
1.73806700e+00  254             1.14795900e+00  2.16662300e+00  1.01119300e+00  
1.75027400e+00  196             9.36858200e+00  6.78472590e+01  9.83115000e-01  
1.88880900e+00  467             1.55256500e+00  1.10157600e+00  7.54632000e-01  
1.89755900e+00  246             9.55370000e-02  3.93852940e+01  6.41537000e-01  
1.90298700e+00  45              1.74460000e-02  3.79691021e+03  8.93400000e-01  
1.94832800e+00  44              8.24795000e-01  1.44893743e+03  1.13865200e+00  
1.95259800e+00  235             1.22681200e+00  5.82377700e+00  6.76368000e-01  
1.95317600e+00  449             1.23261000e-01  8.83807050e+01  1.14200600e+00  
2.00493500e+00  326             8.23077000e-01  3.13058520e+01  1.00500200e+00  
2.01328100e+00  175             4.57160000e-02  1.65901500e+00  1.16246200e+00  
2.02260300e+00  474             4.31310000e-02  5.65380109e+03  1.07723300e+00  
2.02806600e+00  249             3.11921850e+01  2.77409191e+02  1.27866500e+00  
2.03760200e+00  46              2.34040000e-02  2.18798479e+03  9.56487000e-01  
2.04117500e+00  37              1.35615200e+00  4.30805007e+02  1.36921500e+00  
2.04413700e+00  475             4.31310000e-02  6.19904190e+01  6.41537000e-01  
2.05444500e+00  428             4.70960000e-02  9.28635400e+00  1.00500200e+00  
2.05588000e+00  63              6.60040000e-02  5.82377700e+00  1.26023000e+00  
2.06000800e+00  186             1.98551220e+01  4.10727430e+01  7.53604000e-01  
2.06059700e+00  323             1.55256500e+00  5.25484662e+03  8.66965000e-01  
2.06785300e+00  484             1.98551220e+01  2.77409191e+02  1.36253300e+00  
2.07048000e+00  268             9.72970100e+00  2.23259900e+00  1.11285400e+00  
2.07066300e+00  82              4.68330800e+00  3.13058520e+01  7.49162000e-01  
2.07411900e+00  132             9.87750000e-02  1.49000631e+02  6.01668000e-01  
2.07577700e+00  402             1.45736100e+00  9.28635400e+00  1.00500200e+00  
2.07690200e+00  458             9.75240000e-02  2.77409191e+02  1.44667700e+00  
2.07784900e+00  156             7.83076000e-01  9.28635400e+00  1.09644800e+00  
2.07803600e+00  243             8.23077000e-01  9.28635400e+00  1.00500200e+00  
2.07830200e+00  107             1.44938610e+01  1.03312120e+01  7.17236000e-01  
2.07842700e+00  295             1.14795900e+00  9.28635400e+00  7.50641000e-01  
2.07964300e+00  211             4.31310000e-02  4.10727430e+01  1.09211000e+00  
2.08002200e+00  13              1.95063150e+01  8.25605800e+00  9.19493000e-01  
2.08019400e+00  377             1.55256500e+00  9.28635400e+00  7.54632000e-01  
