Fit             Permutation     K2RT            KD1             kdephos         km1             km2             kphos           
1.81391343e+03  2228            6.99783700e+00  1.62207660e+01  1.38314000e-01  2.22330900e+00  1.87430610e+01  1.94245000e-01  
1.81423856e+03  1659            6.73226700e+00  1.77734750e+01  7.69910000e-02  1.22711000e-01  1.47642170e+01  1.15297000e-01  
1.81491574e+03  1585            5.96128000e+00  1.22541540e+01  9.75480000e-02  -7.33720000e-02 1.33411590e+01  1.29790000e-01  
1.81503647e+03  1342            1.12401910e+01  8.06346400e+00  9.40480000e-02  3.46392500e+00  1.05692190e+01  -1.23180000e-01 
1.81717425e+03  2325            5.83649400e+00  1.29141740e+01  8.29300000e-02  -4.61199000e-01 1.75873510e+01  1.10625000e-01  
1.81764375e+03  2026            6.64303500e+00  1.45698090e+01  5.99740000e-02  -4.93428000e-01 1.37576500e+01  9.18840000e-02  
1.81840797e+03  608             6.60460900e+00  4.76484000e+00  1.14901000e-01  1.64919000e+00  7.91647600e+00  1.67733000e-01  
1.81934794e+03  953             9.63520900e+00  1.45375790e+01  1.43377000e-01  3.53326000e-01  7.31402400e+00  1.81137000e-01  
1.82134107e+03  2352            1.24125710e+01  1.00565210e+01  6.94940000e-02  3.22527500e+00  4.17085800e+00  9.16060000e-02  
1.82354797e+03  1619            5.47618200e+00  1.75067370e+01  7.93700000e-02  -5.51975000e-01 1.51529280e+01  1.07216000e-01  
1.82408813e+03  2029            6.15923800e+00  1.84749750e+01  1.10938000e-01  -5.43191000e-01 1.59515000e+01  1.46625000e-01  
1.83161288e+03  1969            6.28376900e+00  1.19896630e+01  8.97770000e-02  -1.60358380e+01 7.80167500e+00  1.36015000e-01  
1.83169999e+03  2410            6.30494000e+00  1.55861620e+01  6.64170000e-02  -4.63487000e-01 1.64364460e+01  1.02696000e-01  
1.83571890e+03  1364            6.23707100e+00  4.89046400e+00  7.06340000e-02  3.56672500e+00  2.02840250e+01  -9.26510000e-02 
1.83806754e+03  1762            2.05092610e+01  1.51781780e+01  7.92520000e-02  -4.12871000e-01 1.25426550e+01  9.03890000e-02  
1.83842304e+03  698             -1.35501840e+01 1.60165260e+01  1.26455000e-01  3.03937000e-01  1.65864310e+01  1.54988000e-01  
1.84291883e+03  2304            5.76981900e+00  9.16939800e+00  6.72670000e-02  -1.12579300e+00 1.57768990e+01  1.06583000e-01  
1.84647548e+03  2153            2.98160500e+00  9.20221000e+00  8.68870000e-02  5.72960000e-02  1.56930690e+01  1.37158000e-01  
1.84783585e+03  2176            2.03860700e+00  9.70660500e+00  6.32700000e-02  -4.28207000e-01 2.36216220e+01  1.16011000e-01  
1.85088292e+03  374             5.73313600e+00  5.65919900e+00  2.18800000e-01  2.06962300e+00  1.68889160e+01  3.06165000e-01  
1.85129306e+03  2464            5.59350000e+00  1.42971680e+01  6.99180000e-02  -4.52118000e-01 6.29248300e+00  1.11780000e-01  
1.85721629e+03  1586            6.27971900e+00  1.69535320e+01  7.31800000e-02  -3.91002070e+01 1.03791600e+01  1.13299000e-01  
1.85766733e+03  1489            5.59870800e+00  1.15657970e+01  1.72479000e-01  -6.70554210e+01 8.25016300e+00  2.34526000e-01  
1.85832871e+03  2482            1.32491590e+01  9.46576600e+00  6.65020000e-02  -5.71816000e-01 1.25761950e+01  8.77210000e-02  
1.85877057e+03  1627            2.09884300e+00  1.78310410e+01  1.62038000e-01  -3.39479000e-01 1.39878770e+01  3.07715000e-01  
1.85889612e+03  1207            5.39726400e+00  2.52977910e+01  1.01171000e-01  -8.64145000e-01 5.05006800e+00  1.36027000e-01  
1.85931567e+03  1981            8.23949900e+00  1.06405260e+01  1.34230000e-01  -3.70702850e+01 1.90145050e+01  1.67268000e-01  
1.86109233e+03  1936            6.20509900e+00  2.20409410e+01  5.57670000e-02  -3.49159000e-01 9.73821800e+00  8.83440000e-02  
1.86280201e+03  1997            6.00538400e+00  7.32563500e+00  2.37977000e-01  -1.16650000e-01 1.74133900e+01  3.33756000e-01  
1.86632184e+03  1345            6.14867800e+00  1.26362080e+01  8.24230000e-02  2.98173000e-01  1.66435100e+01  1.27387000e-01  
1.87172878e+03  1249            4.66768400e+00  9.43282300e+00  2.38375000e-01  -2.63591650e+01 6.01078100e+00  3.46904000e-01  
1.88010169e+03  1549            5.74166300e+00  2.39263610e+01  9.78590000e-02  2.27689000e-01  1.84157200e+01  1.28694000e-01  
1.88135667e+03  1889            4.24664100e+00  5.65003000e+00  1.02921000e-01  2.48325000e+00  8.25038400e+00  1.45436000e-01  
1.88204475e+03  359             8.22958300e+00  5.87263000e+00  2.50025000e-01  3.68687000e-01  1.72594810e+01  3.21041000e-01  
1.88206069e+03  877             7.12302200e+00  -1.53488800e+00 9.06860000e-02  -9.00722000e+00 -3.70245200e+00 -1.14348000e-01 
1.88337790e+03  1133            6.30868500e+00  2.25460570e+01  2.10322000e-01  6.35542000e-01  5.27508000e+00  3.03629000e-01  
1.88911859e+03  1843            6.09596000e+00  1.48974290e+01  6.53560000e-02  -2.96693000e-01 1.23056570e+01  8.52740000e-02  
1.89029828e+03  91              7.37749200e+00  9.65233000e-01  3.19251000e-01  6.18980000e-02  7.78573000e-01  4.52692000e-01  
1.89029828e+03  123             7.37749200e+00  9.65233000e-01  3.19251000e-01  6.18980000e-02  7.78573000e-01  4.52692000e-01  
1.89156218e+03  1441            7.26782200e+00  7.40372300e+00  2.78392000e-01  5.96283000e-01  7.33228200e+00  3.65034000e-01  
1.89339347e+03  1402            6.50313800e+00  2.12939960e+01  9.78110000e-02  2.14116000e-01  1.03919250e+01  1.24989000e-01  
1.89418609e+03  2486            5.50044300e+00  1.19539620e+01  6.09140000e-02  -4.64110000e-01 1.76979130e+01  9.95840000e-02  
1.89431096e+03  2384            4.76559500e+00  1.00692800e+01  5.95700000e-02  -7.22998000e-01 1.24795510e+01  1.01339000e-01  
1.89668510e+03  1343            4.70029800e+00  1.59417420e+01  1.27250000e-01  -3.83569500e+00 2.97185300e+00  2.07099000e-01  
1.89670125e+03  873             6.93978800e+00  6.33756300e+00  3.34158000e-01  2.52281000e-01  -3.45168476e+02 4.53679000e-01  
1.90007152e+03  2467            4.47429700e+00  1.16982500e+01  5.86220000e-02  -3.72429000e-01 1.17274580e+01  8.25620000e-02  
1.90144975e+03  1495            9.64701800e+00  1.46074310e+01  2.62153000e-01  -7.49217000e-01 1.48064470e+01  3.24638000e-01  
1.90164857e+03  197             9.68854000e+00  8.00199000e-01  3.35630000e-01  2.21313000e-01  7.83698000e-01  4.53255000e-01  
1.90254922e+03  1081            5.72944300e+00  1.60973290e+01  1.08754000e-01  1.27808000e-01  1.63087100e+01  1.42304000e-01  
1.90348725e+03  207             1.32291750e+01  9.96451000e-01  4.41066000e-01  -2.59723796e+02 3.16878000e-01  5.71894000e-01  
1.90717572e+03  1827            6.12367800e+00  1.65026540e+01  9.42340000e-02  -8.96173000e-01 1.39430760e+01  1.45924000e-01  
1.90784614e+03  951             6.99192700e+00  1.40812240e+01  1.07555000e-01  2.49746000e-01  1.07150460e+01  -1.60110000e-01 
