Fit             Permutation     K2RT            KD1             kdephos         km1             km2             kphos           
1.64782433e+03  1848            3.18203700e+00  4.84858100e+00  5.75010000e-02  2.99745251e+02  1.27999380e+01  -9.76210000e-02 
1.64829311e+03  2480            3.73557600e+00  6.14863000e-01  5.61700000e-02  2.94684193e+02  1.34446230e+01  -9.47470000e-02 
1.64858778e+03  2179            4.04770700e+00  3.15382700e+00  5.62920000e-02  3.47268240e+02  1.33493720e+01  -9.27500000e-02 
1.64877313e+03  1661            3.91136600e+00  5.35248200e+00  5.75680000e-02  3.38826059e+02  1.42543610e+01  -9.15070000e-02 
1.64899812e+03  1622            4.90055300e+00  5.49439900e+00  6.16070000e-02  2.96886103e+02  1.14120510e+01  -9.29200000e-02 
1.64906280e+03  1853            3.68733700e+00  4.03476800e+00  6.01610000e-02  1.55541135e+02  9.74876200e+00  -9.71490000e-02 
1.64943829e+03  1987            3.86664700e+00  5.05890300e+00  5.76370000e-02  3.12389458e+02  5.95476300e+00  -9.20030000e-02 
1.64953745e+03  1849            3.91758500e+00  4.87127000e+00  5.61680000e-02  3.36887957e+02  1.26893230e+01  -8.92870000e-02 
1.65000129e+03  2490            3.79391000e+00  1.02158000e+00  5.68610000e-02  3.06811500e+02  1.34652010e+01  -9.10820000e-02 
1.65022837e+03  2417            3.96166000e+00  4.68511000e-01  5.50400000e-02  3.22120557e+02  1.33714960e+01  -9.16090000e-02 
