Fit             Iteration       K1              K2              alpha           
2.25078400e+00  43              1.83890000e-02  7.94596210e+02  1.03117000e+00  
2.25420600e+00  27              3.14710090e+01  1.95935236e+02  7.81642000e-01  
2.32331100e+00  40              1.09092000e+00  1.22500080e+03  1.36269600e+00  
2.37187100e+00  1               2.21410000e-02  1.13245100e+00  1.27281100e+00  
2.38622000e+00  65              7.10395200e+00  6.32281000e+00  8.42621000e-01  
2.40439800e+00  12              7.10395200e+00  6.32281000e+00  8.42621000e-01  
2.40530200e+00  55              3.39680000e-02  2.02694000e+00  1.44326800e+00  
2.68380100e+00  69              5.19837700e+00  1.98524800e+00  8.21523000e-01  
2.74471600e+00  49              1.20326000e-01  1.25322014e+03  1.40582600e+00  
2.78373000e+00  30              5.85161000e-01  4.91214240e+01  5.70304000e-01  
2.82246900e+00  19              6.35600000e-03  1.81771510e+01  1.19063600e+00  
2.82290200e+00  47              1.62580000e-02  6.16220287e+03  1.29972700e+00  
3.66603600e+00  29              1.76441920e+01  2.84603925e+02  6.04096000e-01  
3.84481300e+00  33              2.67141680e+01  1.45420570e+03  5.42332000e-01  
3.94950400e+00  21              6.48213400e+00  5.01625920e+01  6.15119000e-01  
3.96644600e+00  16              4.64847910e+01  9.83849300e+00  7.15848000e-01  
4.02470700e+00  61              2.03539500e+00  3.02868600e+00  6.52240000e-01  
4.03499500e+00  11              2.03539500e+00  3.02868600e+00  6.52240000e-01  
4.16737000e+00  24              8.85133000e+00  9.22210550e+01  5.88314000e-01  
4.27031100e+00  13              2.16345760e+01  2.98948800e+00  6.91211000e-01  
4.29463200e+00  5               9.04676000e-01  8.85276000e-01  6.22708000e-01  
5.89904900e+00  17              2.53968600e+00  1.49515810e+01  5.06370000e-01  
