Fit             Iteration       K2RT            KD1             kdephos         km1             km2             kphos           
4.18120143e+03  777             2.09303320e+02  5.00773929e+02  3.20043220e+01  9.12492303e+02  1.46905560e+02  4.59462590e+01  
4.18201371e+03  706             7.23753490e+02  7.38598668e+02  6.08727727e+02  5.54732649e+02  9.63223017e+02  8.39695614e+02  
4.19395401e+03  230             8.81521105e+02  6.56708465e+02  2.24732176e+02  1.39190253e+02  8.77423230e+02  1.38540131e+02  
4.22086520e+03  466             4.31938710e+02  3.74451488e+02  6.52842511e+02  3.41694447e+02  8.17964080e+02  9.21365459e+02  
4.22852534e+03  676             1.82449011e+02  1.73592604e+02  6.20723388e+02  7.69780687e+02  7.31021554e+02  3.95995595e+02  
4.24049607e+03  935             9.73003772e+02  6.38035140e+01  2.65050461e+02  9.11766000e+00  5.07457630e+02  3.67824144e+02  
4.29003938e+03  821             2.21756998e+02  9.16478837e+02  3.48149355e+02  2.09907120e+01  9.36237280e+02  2.20219051e+02  
4.29888879e+03  989             2.08507660e+01  6.85683684e+02  2.67178583e+02  8.99915259e+02  1.54416110e+02  5.14531621e+02  
4.31711411e+03  749             9.35989384e+02  2.53702314e+02  6.33378932e+02  8.17628149e+02  6.84751289e+02  3.82223956e+02  
4.36428842e+03  805             6.00827497e+02  8.08447493e+02  4.54704979e+02  9.92881722e+02  9.90573892e+02  6.44870279e+02  
4.37003821e+03  746             6.08270770e+01  3.50216353e+02  1.31265168e+02  9.15247644e+02  4.40051818e+02  2.08655314e+02  
4.38224676e+03  851             9.05650174e+02  2.27668700e+02  8.66238609e+02  4.97047838e+02  6.31385814e+02  5.18404369e+02  
4.38612377e+03  802             1.82016833e+02  1.46410797e+02  6.03915551e+02  9.28863656e+02  9.16546607e+02  9.02374842e+02  
4.41436975e+03  367             8.72922369e+02  7.17171713e+02  3.89853134e+02  1.73400484e+02  8.56300000e-03  2.37985777e+02  
4.43864955e+03  721             1.74033455e+02  7.70197741e+02  4.71298925e+02  9.20570334e+02  6.37318557e+02  7.08290213e+02  
4.44775261e+03  83              6.68084700e+00  6.89665230e+01  7.75767491e+02  3.29642758e+02  3.84818000e+00  9.21318908e+02  
4.44876193e+03  363             9.29023218e+02  3.44019085e+02  5.63875038e+02  8.81633817e+02  3.90655859e+02  8.04995613e+02  
4.44885837e+03  768             1.99921261e+02  6.76979269e+02  4.73431697e+02  9.94619613e+02  4.57867807e+02  7.09820143e+02  
4.45378632e+03  411             1.79272012e+02  7.17169806e+02  3.66512664e+02  3.96533795e+02  5.05356000e-01  2.37987520e+02  
4.45533886e+03  272             1.33327218e+02  3.27034699e+02  5.59120977e+02  5.88846379e+02  5.36375092e+02  8.60663077e+02  
4.47565029e+03  729             9.49457577e+02  2.12200148e+02  5.19926134e+02  6.54549527e+02  9.14303329e+02  7.43816513e+02  
4.48481669e+03  638             9.15965582e+02  2.19107440e+02  2.81030837e+02  3.07625777e+02  6.51812127e+02  4.02685375e+02  
4.49197771e+03  394             7.37527454e+02  7.27187787e+02  3.68471539e+02  5.91400257e+02  1.66502341e+02  5.31466297e+02  
4.49802491e+03  547             5.81605853e+02  5.24602114e+02  3.61391140e+02  4.26129408e+02  5.02947530e+02  2.15117405e+02  
4.50925565e+03  644             7.65801440e+01  2.42939931e+02  2.00467373e+02  1.97318910e+02  9.00016765e+02  3.18314519e+02  
4.51451022e+03  992             2.48457170e+02  2.26222782e+02  8.85686691e+02  7.48809300e+00  4.54924260e+01  5.47784065e+02  
4.52797499e+03  392             6.74324200e+01  3.79762580e+01  3.17472008e+02  2.15396995e+02  5.34822572e+02  5.15642412e+02  
4.53958883e+03  866             8.21206570e+02  2.20887457e+02  4.24316356e+02  2.36208174e+02  5.98934873e+02  6.14168613e+02  
4.55409441e+03  506             3.61857486e+02  5.15151509e+02  5.20390573e+02  3.92145735e+02  4.55421366e+02  3.11193261e+02  
4.56387557e+03  467             2.87970152e+02  2.46045315e+02  9.33740861e+02  2.83063860e+02  1.36631205e+02  5.64764279e+02  
4.62992231e+03  566             4.34276938e+02  3.51798050e+02  4.16042882e+02  8.99872880e+02  1.20605220e+01  6.51489845e+02  
4.64069759e+03  497             6.59255667e+02  1.31676112e+02  7.98567198e+02  4.41228501e+02  1.47085223e+02  4.65087233e+02  
4.67457019e+03  573             9.56275040e+01  4.50389660e+01  9.32035395e+02  4.49891790e+02  5.86874004e+02  5.78826670e+02  
4.67986158e+03  803             6.80697284e+02  1.90948500e+01  4.03611422e+02  4.81777840e+01  9.21479602e+02  5.97747788e+02  
4.68221570e+03  878             9.19176540e+02  4.46804670e+01  4.66477332e+02  8.76461391e+02  7.10736206e+02  2.67397183e+02  
4.69405521e+03  189             1.37008532e+02  3.14957171e+02  5.66801504e+02  1.29709429e+02  7.34416095e+02  8.95524845e+02  
4.70775066e+03  932             1.11001829e+02  1.00622010e+01  3.60950781e+02  1.42440446e+02  2.04530528e+02  5.88022406e+02  
4.74046623e+03  80              4.33598519e+02  6.52047210e+01  5.92540314e+02  6.66046900e+00  3.36351790e+02  9.00119107e+02  
4.75715120e+03  850             6.01679723e+02  5.08382872e+02  4.78948161e+02  7.54554875e+02  5.26494559e+02  7.17615410e+02  
4.77026610e+03  444             8.55120208e+02  2.03822780e+01  3.78590311e+02  2.30649764e+02  3.00740800e+00  5.92289915e+02  
4.77399187e+03  114             4.30687222e+02  5.72674840e+01  3.81218337e+02  4.11066200e+00  1.93694310e+02  5.82250536e+02  
4.77723212e+03  369             1.21765330e+02  7.17174098e+02  3.73561681e+02  5.58955216e+02  4.61316000e-01  2.37985539e+02  
4.82492238e+03  480             5.13113688e+02  8.00841233e+02  9.05650190e+01  3.41256204e+02  2.61161649e+02  1.36928200e+02  
4.83769959e+03  786             2.31420123e+02  2.34460821e+02  7.34456089e+02  9.16311407e+02  5.36173688e+02  4.27967465e+02  
4.86039236e+03  719             7.10595301e+02  8.79234494e+02  6.43468975e+02  6.41106428e+02  9.35009723e+02  9.69849080e+02  
4.90013037e+03  509             1.81859328e+02  2.01706403e+02  9.86246004e+02  9.35217207e+02  1.93271669e+02  5.79672042e+02  
4.90453858e+03  474             6.04763370e+01  9.56750138e+02  1.63474353e+02  1.72189348e+02  6.84214371e+02  1.01268095e+02  
4.92445504e+03  527             8.75453001e+02  7.38743030e+02  5.20186606e+02  2.49488106e+02  7.23060944e+02  2.90226514e+02  
4.92516177e+03  857             8.70426665e+02  2.35525568e+02  4.94690655e+02  2.21660230e+02  2.29660417e+02  7.53961332e+02  
4.95789768e+03  96              8.84317931e+02  1.67796103e+02  4.58039528e+02  2.85776674e+02  1.36681500e+00  2.57586119e+02  
4.97128097e+03  876             4.03948069e+02  2.29981075e+02  7.24110939e+02  7.41725345e+02  8.10936878e+02  4.06807062e+02  
4.98251279e+03  627             2.33937821e+02  8.56218661e+02  6.60659831e+02  5.27832205e+02  9.22029454e+02  3.78603037e+02  
5.01564003e+03  606             9.00196056e+02  2.10306927e+02  5.02489289e+02  1.97609676e+02  9.60744241e+02  7.71501412e+02  
5.03203191e+03  994             6.13411038e+02  7.67848783e+02  4.41082858e+02  3.29410031e+02  4.53433166e+02  6.83377404e+02  
5.04489527e+03  732             1.82123138e+02  2.16286057e+02  4.72206465e+02  2.83318432e+02  8.29309010e+01  7.96477164e+02  
5.09461119e+03  863             9.73029402e+02  1.95526260e+01  3.65501621e+02  1.75566931e+02  5.03643150e+01  5.73101530e+02  
5.09881059e+03  460             3.07040650e+01  7.17170402e+02  3.70165412e+02  1.78408744e+02  4.56090935e+02  2.37987327e+02  
5.11412863e+03  529             9.41203832e+02  4.23827211e+02  4.59944520e+02  6.72429532e+02  3.73115560e+01  7.26461267e+02  
5.12073408e+03  17              2.69627400e+00  1.02600000e-03  5.44800000e-03  3.18365941e+02  1.33072702e+02  2.31900000e-02  
5.12348185e+03  45              4.50343500e+00  2.57500000e-03  3.79726000e+00  1.98772002e+02  1.11200000e-03  2.89052775e+02  
5.12626656e+03  664             1.82832745e+02  2.39447594e+02  7.45171146e+02  1.80881232e+02  3.20154989e+02  4.22398638e+02  
5.19318625e+03  864             2.35433360e+02  4.93326038e+02  8.96532520e+02  8.46343611e+02  4.10833769e+02  4.99146128e+02  
5.21233300e+03  277             7.44372504e+02  4.21153160e+01  5.79019789e+02  5.33205201e+02  8.26758379e+02  9.16648650e+02  
5.22061232e+03  221             1.79373623e+02  7.13076040e+01  5.63955028e+02  4.43597665e+02  1.34898246e+02  9.66868434e+02  
5.25635875e+03  378             7.42443044e+02  3.42377486e+02  6.23144884e+02  5.60573540e+02  8.55824794e+02  3.32314801e+02  
5.26365888e+03  152             1.26866650e+01  6.76504610e+01  2.67608034e+02  1.26083950e+02  1.71685317e+02  6.68468926e+02  
5.28221064e+03  591             1.26719692e+02  5.34807372e+02  5.74916132e+02  6.79172002e+02  6.70362087e+02  3.23859563e+02  
5.28730736e+03  860             3.31648959e+02  2.62470268e+02  4.39301992e+02  8.82267593e+02  5.20839395e+02  7.18791110e+02  
5.29515919e+03  822             5.30354910e+02  3.43038709e+02  2.63921967e+02  3.49541212e+02  3.60563888e+02  1.41007776e+02  
5.32734909e+03  943             3.05371860e+02  2.37149674e+02  7.66677017e+02  3.07612545e+02  2.68742000e+01  4.21201093e+02  
5.34877080e+03  539             7.95131888e+02  6.34522506e+02  6.99951055e+02  8.97291763e+02  8.31716348e+02  3.68883287e+02  
5.35850654e+03  150             2.35245948e+02  3.38877415e+02  3.01090254e+02  3.98709958e+02  8.16998724e+02  5.01899979e+02  
5.37439601e+03  158             2.85693197e+02  7.73015786e+02  1.14470116e+02  4.60309956e+02  5.96988700e+00  2.01046625e+02  
5.38057957e+03  195             4.18785647e+02  9.96441606e+02  5.54387002e+02  1.34388850e+02  2.49027600e+01  2.99757734e+02  
5.40145645e+03  831             8.37156041e+02  2.69281880e+02  6.81314429e+02  8.19260301e+02  7.63730643e+02  3.55289240e+02  
5.42367897e+03  852             5.52496220e+01  6.30029095e+02  9.07864603e+02  5.48535560e+02  4.36284152e+02  5.33517708e+02  
5.44935372e+03  815             1.50816753e+02  2.35059862e+02  4.02278246e+02  9.39367772e+02  8.93640744e+02  6.93620034e+02  
5.48996828e+03  456             1.79270149e+02  4.83217279e+02  5.14124701e+02  4.38545938e+02  4.61060000e-01  2.87771729e+02  
5.50971703e+03  544             3.16489039e+02  1.79354326e+02  5.57146098e+02  2.45996425e+02  3.86281448e+02  9.43340299e+02  
5.51032998e+03  813             1.50760636e+02  3.39253610e+02  6.16499152e+02  7.52425024e+02  3.27250379e+02  3.34454069e+02  
5.51401964e+03  558             8.84922918e+02  9.79130408e+02  9.99695719e+02  5.90775780e+02  8.35887239e+02  5.15495308e+02  
5.52311083e+03  903             7.56972854e+02  8.79915954e+02  7.96542431e+02  3.01496549e+02  2.01929995e+02  4.11790333e+02  
5.52939317e+03  163             8.87997203e+02  7.72643972e+02  5.43309966e+02  7.55894428e+02  1.25238325e+02  8.95433828e+02  
5.54000204e+03  769             1.89251489e+02  2.89546902e+02  9.05565833e+02  6.54161230e+01  4.08698047e+02  4.84511861e+02  
5.57742868e+03  988             4.56217117e+02  1.58778719e+02  3.70413248e+02  1.69377562e+02  4.31720616e+02  6.22472008e+02  
5.61920895e+03  632             1.83004958e+02  2.53970445e+02  4.22649424e+02  3.59704837e+02  9.50777520e+02  7.37314427e+02  
5.61999229e+03  376             1.79369749e+02  7.44599419e+02  4.55641605e+02  1.78409951e+02  7.78720541e+02  7.95150544e+02  
5.64276832e+03  537             8.11668704e+02  5.22614122e+02  4.86525811e+02  3.17898091e+02  8.37615593e+02  8.09743893e+02  
5.67256583e+03  263             1.79268466e+02  2.78776100e+01  9.00118928e+02  2.81585518e+02  4.56009000e-01  4.89569668e+02  
5.72803291e+03  930             8.91745258e+02  6.79681621e+02  8.83831200e+02  8.05433110e+02  2.32762180e+02  4.42094258e+02  
5.72827056e+03  470             3.65770180e+01  3.95404616e+02  8.56666708e+02  8.44723720e+01  1.41259754e+02  5.12847791e+02  
5.73768579e+03  622             1.87804066e+02  4.18726960e+01  3.90544530e+01  2.02099898e+02  8.11785930e+01  2.02309550e+01  
5.78704800e+03  165             1.42072135e+02  7.12522615e+02  4.91157951e+02  7.55283302e+02  4.95408503e+02  8.91706873e+02  
5.81881228e+03  65              1.62757578e+02  2.45588521e+02  2.73719143e+02  2.00444500e+00  2.95192380e+02  4.95977906e+02  
5.84621524e+03  924             6.05631209e+02  5.08797541e+02  4.80809165e+02  5.96760259e+02  8.28139894e+02  8.27034468e+02  
5.84760417e+03  575             4.24330691e+02  7.69640140e+02  7.93213455e+02  1.97854516e+02  8.01010092e+02  3.96444120e+02  
5.87500388e+03  621             9.68576582e+02  4.04395000e+01  5.79161290e+02  7.84509278e+02  2.44576435e+02  2.82197299e+02  
5.88357714e+03  64              1.13996215e+02  5.44168940e+01  4.00709632e+02  7.43105728e+02  3.34836000e-01  8.99168652e+02  
5.89243525e+03  110             8.70052825e+02  6.97150000e-02  3.95126500e+00  8.28621738e+02  8.67644085e+02  6.78453200e+00  
5.89383793e+03  461             3.09303498e+02  4.44207032e+02  4.49240997e+02  3.43696630e+01  2.87292299e+02  7.99388132e+02  
5.89502567e+03  945             2.96892690e+02  5.64334709e+02  5.02377888e+02  5.31467489e+02  3.94212822e+02  2.51781735e+02  
5.96157853e+03  551             4.90034882e+02  7.77265056e+02  8.09130621e+02  3.70829377e+02  2.70263090e+02  3.97317416e+02  
5.97399151e+03  834             5.32894840e+02  1.45257881e+02  9.85575571e+02  3.78885354e+02  6.43534242e+02  4.79642554e+02  
5.98499737e+03  806             1.54941957e+02  3.95184704e+02  9.98072149e+02  5.00010514e+02  4.48097010e+01  5.17616993e+02  
5.99394666e+03  549             7.46072010e+02  5.32102000e+00  3.97856420e+02  1.64977089e+02  7.09231131e+02  1.91416044e+02  
6.00871412e+03  535             2.15185324e+02  4.27332795e+02  7.36345555e+02  5.58588052e+02  9.76979159e+02  3.66727449e+02  
6.03074772e+03  693             1.94460408e+02  9.31633779e+02  3.37427240e+01  9.40141022e+02  3.10912613e+02  1.68490670e+01  
6.03955374e+03  885             9.19739148e+02  3.15501153e+02  4.42522726e+02  9.31238958e+02  2.40285694e+02  7.75780246e+02  
6.05413891e+03  952             8.67555274e+02  2.83351095e+02  3.17910519e+02  7.28211973e+02  6.36073715e+02  5.57295109e+02  
6.05791654e+03  569             4.72361586e+02  1.01473381e+02  5.10559095e+02  8.49008950e+02  4.78786692e+02  9.12211029e+02  
6.07863338e+03  35              1.40261400e+00  4.24036000e-01  2.64100000e-03  1.22290000e-02  1.01210000e-02  1.63454680e+01  
6.08860808e+03  279             1.79263131e+02  3.10639624e+02  4.80371727e+02  2.81584415e+02  9.78229425e+02  2.37985226e+02  
6.09708339e+03  618             8.88749949e+02  9.70792263e+02  9.52618825e+02  3.80315864e+02  2.41875825e+02  4.53806023e+02  
6.11334397e+03  167             3.84539832e+02  3.27036160e+02  4.48881343e+02  3.21458512e+02  4.39354000e-01  8.96665438e+02  
6.12792665e+03  883             6.47952134e+02  6.18090594e+02  9.91526016e+02  8.79871250e+02  7.17381998e+02  4.71586070e+02  
6.16737970e+03  453             5.53210169e+02  7.17170641e+02  5.48635100e+02  1.78575652e+02  6.13192170e+02  2.60523701e+02  
6.17055149e+03  788             5.51201673e+02  2.67886655e+02  1.32982719e+02  2.43300315e+02  5.41438621e+02  6.29113820e+01  
6.20979680e+03  207             4.98719091e+02  2.78775820e+01  1.69610943e+02  3.54956616e+02  4.75210953e+02  3.07532914e+02  
6.21054226e+03  317             6.18955576e+02  2.78814920e+01  9.54704032e+02  2.81585339e+02  3.03658019e+02  4.48366687e+02  
6.22641820e+03  650             6.26645342e+02  2.38835172e+02  2.61335903e+02  3.81133900e+01  5.81273736e+02  1.22345923e+02  
6.24535898e+03  339             1.79269941e+02  7.17171058e+02  4.48505089e+02  7.24627889e+02  7.27209483e+02  2.18070887e+02  
6.27560994e+03  550             3.99446105e+02  9.44060203e+02  1.90544416e+02  9.80170670e+01  3.73706907e+02  3.49540109e+02  
6.32523103e+03  564             2.28571680e+02  1.38720778e+02  4.46608382e+02  8.37690516e+02  5.85162518e+02  2.12078868e+02  
6.35622670e+03  408             3.84062578e+02  2.15543101e+02  5.02667388e+02  1.78411605e+02  8.71838500e+00  2.37984555e+02  
6.39794821e+03  244             9.74565591e+02  1.56530300e+02  4.56084795e+02  7.76688501e+02  4.21097000e-01  8.89655164e+02  
6.41685836e+03  793             2.16649109e+02  2.17731036e+02  3.68058539e+02  3.68636554e+02  8.85072585e+02  7.05180463e+02  
6.41860947e+03  449             1.79270194e+02  7.72265662e+02  5.01272223e+02  1.78408953e+02  9.83186441e+02  2.37987789e+02  
6.47512165e+03  610             4.79701741e+02  8.01909645e+02  1.95949569e+02  4.88638495e+02  9.59769468e+02  3.66367169e+02  
6.48145415e+03  326             1.79266320e+02  2.18389116e+02  5.03292521e+02  1.78533958e+02  1.02306809e+02  2.37987535e+02  
6.48968726e+03  526             4.22491443e+02  2.76289680e+02  4.05217110e+02  5.81415714e+02  9.73256734e+02  7.64569339e+02  
6.49336207e+03  364             6.17563332e+02  3.35127780e+02  2.46217707e+02  2.29777883e+02  1.91872153e+02  4.61373808e+02  
6.50107003e+03  311             6.62628332e+02  2.78775910e+01  1.18118408e+02  4.61066308e+02  4.56779000e-01  2.37989219e+02  
6.50153985e+03  538             8.13622050e+01  5.53844600e+02  3.34761659e+02  2.14163240e+02  9.26844491e+02  1.63059461e+02  
6.50171938e+03  487             5.46142340e+01  3.82516227e+02  3.58766243e+02  8.18545460e+01  8.04702000e+02  7.60689498e+02  
6.51543826e+03  107             1.26813100e+01  7.53410000e-02  4.44389750e+02  1.14947000e-01  7.33052300e+01  2.82064381e+02  
6.56559897e+03  594             4.37499758e+02  9.41836117e+02  2.13342053e+02  9.36544660e+01  1.38672438e+02  9.65835320e+01  
6.60259652e+03  331             1.79273785e+02  3.15753429e+02  4.98895818e+02  2.56700991e+02  4.60255000e-01  2.37981724e+02  
6.61164611e+03  248             2.67698000e+00  3.14312160e+02  6.95697612e+02  3.30073878e+02  4.68081000e-01  8.95428702e+02  
6.62672558e+03  496             9.22997134e+02  5.79954925e+02  5.99980933e+02  1.68870654e+02  1.45467480e+02  2.64588168e+02  
6.62735766e+03  318             2.56424570e+01  2.24358619e+02  1.73918552e+02  1.78410651e+02  4.62206000e-01  6.93570563e+02  
6.63489294e+03  888             5.09063914e+02  5.07491604e+02  3.46626697e+02  2.39252508e+02  6.98917869e+02  6.62339608e+02  
6.63546340e+03  89              1.21144041e+02  6.90626950e+01  3.57758300e+02  7.70660200e+00  6.45663500e+00  8.61917276e+02  
6.69506977e+03  141             1.26880130e+01  6.97460000e-02  6.09179828e+02  1.17410000e-01  7.33049690e+01  3.80435073e+02  
6.71059914e+03  712             1.84439029e+02  2.72776586e+02  2.76810714e+02  3.24993421e+02  5.17614072e+02  5.55513230e+02  
6.72366874e+03  442             2.14527632e+02  6.12311330e+01  5.96654640e+02  3.83486600e+01  1.26011813e+02  2.70163729e+02  
6.74372882e+03  843             5.37366972e+02  4.81090528e+02  5.06923811e+02  6.00300473e+02  9.20438012e+02  9.81177408e+02  
6.75141464e+03  297             1.78364710e+01  2.78802160e+01  9.74784130e+01  2.13898253e+02  9.92009588e+02  2.37984853e+02  
6.78393015e+03  159             9.02784620e+01  6.37072390e+02  3.39732532e+02  1.14939000e-01  9.27623166e+02  7.22428421e+02  
6.79593771e+03  674             1.67530803e+02  3.77482798e+02  4.74629659e+02  9.28908717e+02  7.04484043e+02  9.69225855e+02  
6.81752453e+03  765             3.39905600e+00  4.05123501e+02  6.75232120e+01  7.49743235e+02  8.90967836e+02  2.39102424e+02  
6.82419629e+03  639             5.23706614e+02  2.52390834e+02  3.74184906e+02  9.23753278e+02  1.15849977e+02  7.41278251e+02  
6.82769968e+03  920             9.59780197e+02  1.77967223e+02  2.00169931e+02  1.31516625e+02  7.61799514e+02  3.86537629e+02  
6.84406123e+03  832             1.55280869e+02  8.33603072e+02  9.42207335e+02  1.77441362e+02  8.35473821e+02  4.24776503e+02  
6.84584399e+03  162             1.26826130e+01  7.45430000e-02  6.59674925e+02  1.15826000e-01  7.33014820e+01  4.03541208e+02  
6.86204555e+03  665             2.02381172e+02  2.29772027e+02  9.02507462e+02  7.72983242e+02  9.19207833e+02  3.99685536e+02  
6.90983042e+03  435             1.44413224e+02  1.38942119e+02  5.28139944e+02  1.97382493e+02  8.26371470e+01  2.37986641e+02  
6.94664725e+03  680             1.89913889e+02  1.48669886e+02  1.82024775e+02  9.19331512e+02  5.57552422e+02  3.75220268e+02  
6.98687513e+03  736             3.36098173e+02  4.34558778e+02  9.48456875e+02  3.23928883e+02  5.15700884e+02  4.06420318e+02  
6.99154805e+03  135             2.75931993e+02  7.11960000e-02  4.35291140e+02  1.13022000e-01  7.33138720e+01  9.22571498e+02  
6.99214601e+03  865             5.90492837e+02  3.04791699e+02  3.49198038e+02  1.87886650e+01  3.51826034e+02  1.47121731e+02  
7.01008371e+03  285             8.52103739e+02  2.78782130e+01  5.63510974e+02  2.81585518e+02  4.61287000e-01  2.37986656e+02  
7.01322448e+03  983             6.91867004e+02  3.34721843e+02  2.91550987e+02  2.40254089e+02  2.80779217e+02  5.81931651e+02  
7.02827758e+03  58              4.33277548e+02  6.95422130e+01  4.03715343e+02  3.14261556e+02  3.00714800e+00  8.98379189e+02  
7.05767581e+03  986             9.48481134e+02  2.02869914e+02  4.62637962e+02  4.98207952e+02  6.81923290e+02  9.21489675e+02  
7.06820843e+03  85              4.33799803e+02  1.48240256e+02  3.94239346e+02  7.42636938e+02  4.62520000e-01  8.92610836e+02  
7.08720919e+03  510             2.16109255e+02  9.83106050e+01  5.15732892e+02  1.23417777e+02  1.26232663e+02  2.21514482e+02  
7.12935409e+03  350             5.49223933e+02  9.12490575e+02  8.94976602e+02  8.95385191e+02  4.52326000e-01  3.78090050e+02  
7.13458430e+03  947             5.46594239e+02  3.15750540e+01  2.55835055e+02  9.70382899e+02  6.43710373e+02  5.21144213e+02  
7.14140479e+03  88              9.47433882e+02  5.83901881e+02  2.26776062e+02  1.26080791e+02  1.23720400e+00  4.85866286e+02  
7.16913278e+03  301             1.79267110e+02  8.05713790e+01  3.70782528e+02  4.38045348e+02  1.17891050e+01  8.94693838e+02  
7.24614040e+03  583             9.58615344e+02  9.52917563e+02  2.93449214e+02  2.86120711e+02  1.88593320e+02  5.98321601e+02  
7.26174662e+03  604             4.72348413e+02  7.67439836e+02  8.65057007e+02  7.33353226e+02  1.84062418e+02  3.54293128e+02  
7.26428615e+03  362             1.79207624e+02  3.99149125e+02  5.66072719e+02  1.78408073e+02  6.57404169e+02  2.37990381e+02  
7.29004634e+03  882             7.37780714e+02  2.04448765e+02  3.55158646e+02  3.83865645e+02  3.46869120e+01  7.50852238e+02  
7.35432667e+03  914             8.80704939e+02  2.66675252e+02  3.64735017e+02  6.35262616e+02  9.53847812e+02  7.55375451e+02  
7.36876762e+03  905             4.78432193e+02  9.42885396e+02  3.73835057e+02  7.08818667e+02  3.96081664e+02  7.87422929e+02  
7.38059664e+03  869             9.86844076e+02  7.22145954e+02  3.48969872e+02  3.96931268e+02  2.96192217e+02  7.23773458e+02  
7.38188473e+03  554             5.26645418e+02  6.46151718e+02  1.04496190e+02  1.58507742e+02  3.53902688e+02  2.19413703e+02  
7.44650630e+03  901             5.84449766e+02  2.60799790e+02  7.87213420e+01  8.22769461e+02  8.09340608e+02  1.66342168e+02  
7.45927940e+03  94              4.34183061e+02  3.77508600e+00  9.64556650e+01  6.44517837e+02  4.73698516e+02  2.06073273e+02  
7.56935262e+03  682             5.17879849e+02  2.33875624e+02  4.49529274e+02  6.70108767e+02  8.63140958e+02  9.70559984e+02  
7.57689729e+03  400             7.11019030e+02  7.57085507e+02  6.15558591e+02  6.32994230e+01  7.76888653e+02  2.37981307e+02  
7.58181535e+03  657             1.53703299e+02  5.72596381e+02  4.12487409e+02  5.35920300e+01  1.20682508e+02  9.72037880e+02  
7.60955154e+03  81              4.32873876e+02  4.89089000e-01  2.74279300e+00  6.73996417e+02  3.67279220e+01  5.97197500e+00  
7.65268342e+03  559             1.78225266e+02  1.98173580e+02  9.51950479e+02  3.40137486e+02  4.55855437e+02  3.78706123e+02  
7.65522198e+03  669             1.84737842e+02  3.66048791e+02  3.18200644e+02  9.70721453e+02  9.12413327e+02  7.20160705e+02  
7.69406283e+03  781             1.80372089e+02  9.63952995e+02  7.62946962e+02  9.26791503e+02  2.07210220e+01  3.08351255e+02  
7.71472151e+03  820             5.22996366e+02  1.54705103e+02  3.31768525e+02  8.05842415e+02  5.43570260e+02  7.30537267e+02  
7.71537422e+03  938             7.32021659e+02  2.69126461e+02  2.49517074e+02  6.94132694e+02  5.86838897e+02  5.44112185e+02  
7.72275022e+03  324             1.79280252e+02  7.17176065e+02  8.85723347e+02  1.78415926e+02  8.24122545e+02  3.49026407e+02  
7.73581920e+03  76              4.32662965e+02  8.71803800e+00  7.10629000e-01  1.91112448e+02  7.06067022e+02  1.57241000e+00  
7.76160223e+03  377             1.92378241e+02  8.30031207e+02  6.09187040e+02  4.05959038e+02  8.03485471e+02  2.37984033e+02  
7.77803787e+03  119             7.42340180e+01  5.26830670e+02  2.50211065e+02  8.01010020e+01  5.14382669e+02  6.11411304e+02  
7.78204732e+03  984             8.75243848e+02  5.21051171e+02  3.36815424e+02  9.11634474e+02  3.21159446e+02  7.38888942e+02  
7.82878157e+03  733             1.90233429e+02  2.48722291e+02  3.02921039e+02  1.94156991e+02  3.06530335e+02  7.07146282e+02  
7.86792897e+03  382             1.79262773e+02  4.25464877e+02  6.18044580e+02  1.90712904e+02  5.01035593e+02  2.37987833e+02  
7.87170481e+03  429             2.90743107e+02  9.03487730e+01  6.17585624e+02  5.92383673e+02  4.63187000e-01  2.37987952e+02  
7.89286542e+03  645             1.82750297e+02  8.27098870e+01  4.04342502e+02  9.21900708e+02  1.74240819e+02  9.70565170e+02  
7.91012709e+03  839             4.42019842e+02  5.38076624e+02  3.14033837e+02  5.35869943e+02  9.16541183e+02  7.10996380e+02  
7.91701394e+03  996             5.20328763e+02  2.84735382e+02  1.10077541e+02  3.93644254e+02  6.14231913e+02  2.48307697e+02  
7.92551586e+03  251             1.79273264e+02  2.87148473e+02  3.51857088e+02  7.47350690e+01  8.73432882e+02  8.27620083e+02  
7.94636056e+03  463             6.18198598e+02  5.43859759e+02  1.93635674e+02  2.52253088e+02  1.73124678e+02  4.38112374e+02  
8.01250209e+03  78              3.25763572e+02  6.36201630e+01  1.62966060e+02  5.95336800e+01  3.59786495e+02  3.78711100e+02  
8.05754504e+03  457             1.79271029e+02  7.17170998e+02  4.60554841e+02  6.04352453e+02  4.62894000e-01  1.77153203e+02  
8.06108688e+03  545             2.58535829e+02  4.71169256e+02  5.13425777e+02  8.36645111e+02  2.78481847e+02  1.89566633e+02  
8.10145019e+03  695             8.29384200e+02  7.35951688e+02  2.11800603e+02  6.98223595e+02  9.32180532e+02  4.83676384e+02  
8.11328230e+03  476             1.96622087e+02  9.38681410e+01  1.42538034e+02  5.84432898e+02  6.08598266e+02  3.41642651e+02  
8.11941870e+03  286             1.79273756e+02  2.78771630e+01  2.99406901e+02  2.81583014e+02  1.26960957e+02  7.42852707e+02  
8.13758798e+03  862             2.32291378e+02  8.72432657e+02  3.06206443e+02  7.74413930e+02  4.03830439e+02  7.33895687e+02  
8.14198311e+03  351             4.26709659e+02  4.53249971e+02  2.09846720e+02  1.78407179e+02  4.60906000e-01  5.55670408e+02  
8.16323521e+03  256             8.42902800e+01  2.78856600e+01  8.66922512e+02  2.81584326e+02  4.53226249e+02  3.31925494e+02  
